zip,city,county,region,policies,prior_policies,change_pct,direction,yoy_change_pct,yoy_direction
94062,Redwood City,San Mateo,Northern CA,543,534,1.7,up,39.3,up
95728,Soda Springs,Nevada,Northern CA,543,533,1.9,up,15.9,up
91006,Arcadia,Los Angeles,Southern CA,541,525,3.0,up,70.0,up
93420,Arroyo Grande,San Luis Obispo,Southern CA,541,520,4.0,up,55.1,up
92879,Corona,Riverside,Southern CA,539,532,1.3,up,110.1,up
92120,San Diego,San Diego,Southern CA,535,521,2.7,up,88.6,up
91914,Chula Vista,San Diego,Southern CA,533,517,3.1,up,102.8,up
90069,West Hollywood,Los Angeles,Southern CA,532,536,-0.7,down,57.5,up
95531,Crescent City,Del Norte,Northern CA,531,489,8.6,up,75.5,up
92105,San Diego,San Diego,Southern CA,527,541,-2.6,down,83.5,up
94803,El Sobrante,Contra Costa,Northern CA,526,521,1.0,up,94.4,up
90061,Los Angeles,Los Angeles,Southern CA,523,522,0.2,flat,21.2,up
95453,Lakeport,Lake,Northern CA,523,524,-0.2,flat,37.0,up
91906,Campo,San Diego,Southern CA,522,520,0.4,flat,20.3,up
92395,Victorville,San Bernardino,Southern CA,522,500,4.4,up,96.6,up
96148,Tahoe Vista,Placer,Northern CA,521,514,1.4,up,14.7,up
95461,Middletown,Lake,Northern CA,516,515,0.2,flat,11.4,up
92264,Palm Springs,Riverside,Southern CA,515,510,1.0,up,211.6,up
91962,Pine Valley,San Diego,Southern CA,513,504,1.8,up,19.4,up
92405,San Bernardino,San Bernardino,Southern CA,510,515,-1.0,down,48.6,up
96097,Yreka,Siskiyou,Northern CA,510,477,6.9,up,51.3,up
94705,Berkeley,Alameda,Northern CA,509,494,3.0,up,74.8,up
90027,Los Angeles,Los Angeles,Southern CA,507,498,1.8,up,51.4,up
90640,Montebello,Los Angeles,Southern CA,505,485,4.1,up,44.5,up
95457,Lower Lake,Lake,Northern CA,505,491,2.9,up,8.5,up
91340,San Fernando,Los Angeles,Southern CA,504,506,-0.4,flat,24.2,up
91732,El Monte,Los Angeles,Southern CA,502,481,4.4,up,38.4,up
94552,Castro Valley,Alameda,Northern CA,502,484,3.7,up,52.4,up
95437,Fort Bragg,Mendocino,Northern CA,502,490,2.4,up,41.0,up
91103,Pasadena,Los Angeles,Southern CA,500,495,1.0,up,40.1,up
92322,Cedarpines Park,San Bernardino,SB Mountains,496,498,-0.4,flat,7.5,up
92339,Forest Falls,San Bernardino,SB Mountains,491,489,0.4,flat,10.1,up
92692,Mission Viejo,Orange,Southern CA,490,466,5.2,up,162.1,up
92505,Riverside,Riverside,Southern CA,485,489,-0.8,down,80.0,up
92551,Moreno Valley,Riverside,Southern CA,485,467,3.9,up,89.1,up
92860,Norco,Riverside,Southern CA,485,452,7.3,up,98.5,up
93306,Bakersfield,Kern,Southern CA,485,481,0.8,up,86.7,up
92591,Temecula,Riverside,Southern CA,484,474,2.1,up,169.3,up
92359,Mentone,San Bernardino,SB Mountains,482,460,4.8,up,32.5,up
94965,Sausalito,Marin,Northern CA,482,481,0.2,flat,34.1,up
91711,Claremont,Los Angeles,Southern CA,472,431,9.5,up,62.9,up
91791,West Covina,Los Angeles,Southern CA,472,435,8.5,up,85.4,up
93908,Salinas,Monterey,Northern CA,472,470,0.4,flat,13.3,up
92003,Bonsall,San Diego,Southern CA,469,465,0.9,up,64.0,up
90706,Bellflower,Los Angeles,Southern CA,468,473,-1.1,down,76.0,up
91737,Rancho Cucamonga,San Bernardino,SB Mountains,465,440,5.7,up,70.6,up
92374,Redlands,San Bernardino,Southern CA,464,444,4.5,up,75.5,up
92683,Westminster,Orange,Southern CA,464,443,4.7,up,138.5,up
95467,Hidden Valley Lake,Lake,Northern CA,462,453,2.0,up,42.0,up
92394,Victorville,San Bernardino,Southern CA,458,426,7.5,up,77.6,up
96019,Shasta Lake,Shasta,Northern CA,458,452,1.3,up,30.9,up
91733,South El Monte,Los Angeles,Southern CA,456,457,-0.2,flat,60.2,up
96080,Red Bluff,Tehama,Northern CA,456,474,-3.8,down,17.7,up
96094,Weed,Siskiyou,Northern CA,455,447,1.8,up,37.9,up
91202,Glendale,Los Angeles,Southern CA,454,445,2.0,up,63.2,up
92252,Joshua Tree,San Bernardino,Southern CA,454,416,9.1,up,83.2,up
95942,Forest Ranch,Butte,Northern CA,454,468,-3.0,down,7.7,up
91010,Duarte,Los Angeles,Southern CA,453,426,6.3,up,42.3,up
90723,Paramount,Los Angeles,Southern CA,452,453,-0.2,flat,35.8,up
91913,Chula Vista,San Diego,Southern CA,451,434,3.9,up,181.3,up
93552,Palmdale,Los Angeles,Southern CA,451,432,4.4,up,70.0,up
92590,Temecula,Riverside,Southern CA,450,468,-3.8,down,10.8,up
95640,Ione,Amador,Northern CA,450,444,1.4,up,54.6,up
93257,Porterville,Tulare,Northern CA,448,453,-1.1,down,101.0,up
90007,Los Angeles,Los Angeles,Southern CA,445,454,-2.0,down,20.0,up
91207,Glendale,Los Angeles,Southern CA,443,434,2.1,up,49.1,up
92561,Mountain Center,Riverside,Southern CA,442,432,2.3,up,18.6,up
91605,North Hollywood,Los Angeles,Southern CA,440,449,-2.0,down,39.9,up
92821,Brea,Orange,Southern CA,440,425,3.5,up,84.8,up
90039,Los Angeles,Los Angeles,Southern CA,438,444,-1.4,down,30.8,up
93940,Monterey,Monterey,Northern CA,438,435,0.7,up,35.3,up
95472,Sebastopol,Sonoma,Northern CA,437,428,2.1,up,28.1,up
94707,Berkeley,Alameda,Northern CA,436,416,4.8,up,69.4,up
92240,Desert Hot Springs,Riverside,Southern CA,434,424,2.4,up,94.8,up
93003,Ventura,Ventura,Southern CA,434,419,3.6,up,67.6,up
91501,Burbank,Los Angeles,Southern CA,433,428,1.2,up,55.7,up
91916,Descanso,San Diego,Southern CA,430,423,1.7,up,9.6,up
90250,Hawthorne,Los Angeles,Southern CA,429,431,-0.5,flat,32.9,up
90270,Maywood,Los Angeles,Southern CA,429,426,0.7,up,29.2,up
92630,Lake Forest,Orange,Southern CA,429,426,0.7,up,79.1,up
95426,Cobb,Lake,Northern CA,428,423,1.2,up,11.0,up
93675,Yokuts,Fresno,Northern CA,427,419,1.9,up,18.1,up
91104,Pasadena,Los Angeles,Southern CA,426,432,-1.4,down,56.0,up
94530,El Cerrito,Contra Costa,Northern CA,425,413,2.9,up,79.7,up
91752,Mira Loma,Riverside,Southern CA,423,411,2.9,up,90.5,up
95249,San Andreas,Calaveras,Northern CA,423,429,-1.4,down,16.1,up
95255,West Point,Calaveras,Northern CA,421,433,-2.8,down,3.1,up
94619,Oakland,Alameda,Northern CA,420,414,1.4,up,63.4,up
90004,Los Angeles,Los Angeles,Southern CA,419,425,-1.4,down,23.0,up
91978,Spring Valley,San Diego,Southern CA,419,409,2.4,up,54.7,up
90275,Rancho Palos Verdes,Los Angeles,Southern CA,418,402,4.0,up,131.8,up
90744,Wilmington,Los Angeles,Southern CA,418,409,2.2,up,12.9,up
95020,Gilroy,Santa Clara,Northern CA,417,404,3.2,up,67.4,up
92037,La Jolla,San Diego,Southern CA,416,409,1.7,up,87.1,up
92316,Bloomington,San Bernardino,Southern CA,415,400,3.8,up,59.2,up
95425,Cloverdale,Sonoma,Northern CA,415,400,3.8,up,38.9,up
95372,Soulsbyville,Tuolumne,Northern CA,414,413,0.2,flat,12.1,up
90041,Los Angeles,Los Angeles,Southern CA,412,424,-2.8,down,52.4,up
95975,Rough And Ready,Nevada,Northern CA,410,407,0.7,up,15.9,up
94010,Burlingame,San Mateo,Northern CA,409,390,4.9,up,82.6,up
91761,Ontario,San Bernardino,Southern CA,408,397,2.8,up,80.7,up
94044,Pacifica,San Mateo,Northern CA,406,403,0.7,up,67.9,up
94534,Fairfield,Solano,Northern CA,405,403,0.5,flat,72.8,up
92603,Irvine,Orange,Southern CA,404,387,4.4,up,116.1,up
93117,Goleta,Santa Barbara,Southern CA,404,404,0.0,flat,37.6,up
93401,San Luis Obispo,San Luis Obispo,Southern CA,404,428,-5.6,down,79.6,up
95310,Columbia,Tuolumne,Northern CA,404,397,1.8,up,7.2,up
92582,San Jacinto,Riverside,Southern CA,403,371,8.6,up,106.4,up
95423,Clearlake Oaks,Lake,Northern CA,403,389,3.6,up,21.1,up
91402,Panorama City,Los Angeles,Southern CA,402,387,3.9,up,29.5,up
90813,Long Beach,Los Angeles,Southern CA,399,387,3.1,up,49.6,up
93205,Bodfish,Kern,Southern CA,399,409,-2.4,down,12.0,up
91915,Chula Vista,San Diego,Southern CA,396,385,2.9,up,133.3,up
95689,Volcano,Amador,Northern CA,395,391,1.0,up,6.0,up
95311,Coulterville,Mariposa,Northern CA,392,388,1.0,up,4.8,up
92058,Oceanside,San Diego,Southern CA,391,384,1.8,up,101.8,up
95329,La Grange,Tuolumne,Northern CA,391,402,-2.7,down,26.3,up
93436,Lompoc,Santa Barbara,Southern CA,387,376,2.9,up,37.7,up
94583,San Ramon,Contra Costa,Northern CA,386,374,3.2,up,93.4,up
92086,Warner Springs,San Diego,Southern CA,385,381,1.0,up,8.8,up
93426,Bradley,Monterey,Northern CA,385,392,-1.8,down,9.8,up
95703,Applegate,Placer,Northern CA,384,383,0.3,flat,13.3,up
94022,Los Altos,Santa Clara,Northern CA,383,378,1.3,up,51.9,up
95245,Mokelumne Hill,Calaveras,Northern CA,382,383,-0.3,flat,6.9,up
91784,Upland,San Bernardino,SB Mountains,381,370,3.0,up,64.4,up
95436,Forestville,Sonoma,Northern CA,378,363,4.1,up,30.0,up
91768,Pomona,Los Angeles,Southern CA,377,361,4.4,up,79.8,up
93111,Santa Barbara,Santa Barbara,Southern CA,377,366,3.0,up,64.8,up
93110,Santa Barbara,Santa Barbara,Southern CA,375,353,6.2,up,82.8,up
91801,Alhambra,Los Angeles,Southern CA,374,375,-0.3,flat,73.7,up
92056,Oceanside,San Diego,Southern CA,373,384,-2.9,down,108.6,up
93308,Bakersfield,Kern,Southern CA,373,362,3.0,up,37.1,up
96025,Dunsmuir,Siskiyou,Northern CA,372,358,3.9,up,21.3,up
91762,Ontario,San Bernardino,Southern CA,370,355,4.2,up,80.9,up
94028,Portola Valley,San Mateo,Northern CA,370,354,4.5,up,47.1,up
91767,Pomona,Los Angeles,Southern CA,369,365,1.1,up,37.8,up
91343,North Hills,Los Angeles,Southern CA,368,360,2.2,up,41.5,up
94602,Oakland,Alameda,Northern CA,368,337,9.2,up,81.3,up
95442,Glen Ellen,Sonoma,Northern CA,368,373,-1.3,down,56.6,up
96020,Chester,Plumas,Northern CA,368,369,-0.3,flat,25.1,up
90304,Inglewood,Los Angeles,Southern CA,364,353,3.1,up,21.5,up
93534,Lancaster,Los Angeles,Southern CA,364,360,1.1,up,115.5,up
93428,Cambria,San Luis Obispo,Southern CA,363,351,3.4,up,36.4,up
95445,Gualala,Mendocino,Northern CA,361,358,0.8,up,13.2,up
93015,Fillmore,Ventura,Southern CA,360,341,5.6,up,54.9,up
93304,Bakersfield,Kern,Southern CA,359,355,1.1,up,48.1,up
92411,San Bernardino,San Bernardino,Southern CA,358,349,2.6,up,29.8,up
91710,Chino,San Bernardino,Southern CA,350,351,-0.3,flat,93.9,up
91105,Pasadena,Los Angeles,Southern CA,348,345,0.9,up,35.8,up
90731,San Pedro,Los Angeles,Southern CA,346,342,1.2,up,31.7,up
92277,Twentynine Palms,San Bernardino,Southern CA,345,329,4.9,up,81.9,up
93405,San Luis Obispo,San Luis Obispo,Southern CA,345,363,-5.0,down,69.6,up
93555,Ridgecrest,Kern,Southern CA,345,330,4.5,up,112.0,up
90704,Avalon,Los Angeles,Southern CA,344,338,1.8,up,19.8,up
94546,Castro Valley,Alameda,Northern CA,344,332,3.6,up,124.0,up
95246,Mountain Ranch,Calaveras,Northern CA,343,344,-0.3,flat,8.3,up
91606,North Hollywood,Los Angeles,Southern CA,341,339,0.6,up,42.6,up
92115,San Diego,San Diego,Southern CA,341,344,-0.9,down,108.5,up
93022,Oak View,Ventura,Southern CA,340,337,0.9,up,50.7,up
95669,Plymouth,Amador,Northern CA,338,337,0.3,flat,16.3,up
90605,Whittier,Los Angeles,Southern CA,337,339,-0.6,down,37.9,up
92377,Rialto,San Bernardino,Southern CA,337,309,9.1,up,87.8,up
91701,Rancho Cucamonga,San Bernardino,Southern CA,336,332,1.2,up,70.5,up
93013,Carpinteria,Santa Barbara,Southern CA,335,349,-4.0,down,43.9,up
93601,Ahwahnee,Madera,Northern CA,335,339,-1.2,down,6.2,up
95120,San Jose,Santa Clara,Northern CA,335,332,0.9,up,70.4,up
92620,Irvine,Orange,Southern CA,334,318,5.0,up,94.3,up
94901,San Rafael,Marin,Northern CA,334,320,4.4,up,67.7,up
93305,Bakersfield,Kern,Southern CA,333,333,0.0,flat,50.5,up
92117,San Diego,San Diego,Southern CA,331,330,0.3,flat,118.8,up
93543,Littlerock,Los Angeles,Southern CA,330,316,4.4,up,55.2,up
95497,The Sea Ranch,Sonoma,Northern CA,330,316,4.4,up,33.0,up
91306,Winnetka,Los Angeles,Southern CA,327,327,0.0,flat,46.9,up
91746,La Puente,Los Angeles,Southern CA,325,331,-1.8,down,30.0,up
92113,San Diego,San Diego,Southern CA,325,327,-0.6,down,32.4,up
92262,Palm Springs,Riverside,Southern CA,325,314,3.5,up,167.0,up
92313,Grand Terrace,San Bernardino,Southern CA,325,303,7.3,up,100.0,up
95389,Yosemite National Park,Mariposa,Northern CA,321,319,0.6,up,7.7,up
90303,Inglewood,Los Angeles,Southern CA,319,318,0.3,flat,28.2,up
94930,Fairfax,Marin,Northern CA,317,298,6.4,up,57.0,up
95519,Mckinleyville,Humboldt,Northern CA,315,295,6.8,up,58.6,up
94508,Angwin,Napa,Northern CA,313,327,-4.3,down,16.5,up
90301,Inglewood,Los Angeles,Southern CA,312,299,4.3,up,18.0,up
95664,Pilot Hill,El Dorado,Northern CA,311,307,1.3,up,9.1,up
90602,Whittier,Los Angeles,Southern CA,310,298,4.0,up,58.8,up
91030,South Pasadena,Los Angeles,Southern CA,309,306,1.0,up,54.0,up
93238,Kernville,Kern,Southern CA,309,304,1.6,up,26.5,up
94601,Oakland,Alameda,Northern CA,307,308,-0.3,flat,54.8,up
91406,Van Nuys,Los Angeles,Southern CA,306,303,1.0,up,49.5,up
91776,San Gabriel,Los Angeles,Southern CA,306,309,-1.0,down,75.0,up
95470,Redwood Valley,Mendocino,Northern CA,304,289,5.2,up,24.8,up
92234,Cathedral City,Riverside,Southern CA,301,307,-2.0,down,121.2,up
92116,San Diego,San Diego,Southern CA,300,308,-2.6,down,57.7,up
94112,San Francisco,San Francisco,Northern CA,300,291,3.1,up,50.3,up
94565,Pittsburg,Contra Costa,Northern CA,300,304,-1.3,down,113.6,up
95630,Folsom,Sacramento,Northern CA,300,313,-4.2,down,107.0,up
92602,Irvine,Orange,Southern CA,298,290,2.8,up,119.0,up
95635,Greenwood,El Dorado,Northern CA,297,300,-1.0,down,13.6,up
96002,Redding,Shasta,Northern CA,297,292,1.7,up,45.5,up
90746,Carson,Los Angeles,Southern CA,295,290,1.7,up,41.6,up
91355,Valencia,Los Angeles,Southern CA,295,287,2.8,up,140.2,up
94937,Inverness,Marin,Northern CA,295,293,0.7,up,13.0,up
95521,Arcata,Humboldt,Northern CA,295,279,5.7,up,80.7,up
94566,Pleasanton,Alameda,Northern CA,293,300,-2.3,down,61.4,up
95648,Lincoln,Placer,Northern CA,293,289,1.4,up,65.8,up
92305,Angelus Oaks,San Bernardino,SB Mountains,292,295,-1.0,down,5.8,up
95701,Alta,Placer,Northern CA,292,287,1.7,up,9.7,up
90029,Los Angeles,Los Angeles,Southern CA,291,289,0.7,up,23.6,up
90806,Long Beach,Los Angeles,Southern CA,290,297,-2.4,down,29.1,up
94568,Dublin,Alameda,Northern CA,290,283,2.5,up,156.6,up
95032,Los Gatos,Santa Clara,Northern CA,290,300,-3.3,down,54.6,up
91201,Glendale,Los Angeles,Southern CA,289,289,0.0,flat,58.8,up
91910,Chula Vista,San Diego,Southern CA,289,281,2.8,up,102.3,up
93667,Tollhouse,Fresno,Northern CA,289,296,-2.4,down,9.8,up
92114,San Diego,San Diego,Southern CA,288,287,0.3,flat,91.3,up
92260,Palm Desert,Riverside,Southern CA,288,283,1.8,up,125.7,up
94595,Walnut Creek,Contra Costa,Northern CA,288,269,7.1,up,85.2,up
96013,Burney,Shasta,Northern CA,287,272,5.5,up,14.7,up
90274,Palos Verdes Peninsula,Los Angeles,Southern CA,286,276,3.6,up,90.2,up
95458,Lucerne,Lake,Northern CA,284,279,1.8,up,25.5,up
90302,Inglewood,Los Angeles,Southern CA,283,287,-1.4,down,32.9,up
92061,Pauma Valley,San Diego,Southern CA,283,290,-2.4,down,23.1,up
96114,Janesville,Lassen,Northern CA,283,290,-2.4,down,24.0,up
93529,June Lake,Mono,Northern CA,282,280,0.7,up,17.2,up
91724,Covina,Los Angeles,Southern CA,281,279,0.7,up,75.6,up
93010,Camarillo,Ventura,Southern CA,280,281,-0.4,flat,114.3,up
95977,Smartsville,Nevada,Northern CA,280,281,-0.4,flat,8.1,up
95928,Chico,Butte,Northern CA,279,276,1.1,up,35.9,up
93449,Pismo Beach,San Luis Obispo,Southern CA,278,267,4.1,up,96.0,up
90008,Los Angeles,Los Angeles,Southern CA,277,283,-2.1,down,36.5,up
94024,Los Altos,Santa Clara,Northern CA,277,275,0.7,up,62.6,up
96051,Lakehead,Shasta,Northern CA,277,281,-1.4,down,9.2,up
90247,Gardena,Los Angeles,Southern CA,275,279,-1.4,down,43.6,up
94517,Clayton,Contra Costa,Northern CA,275,275,0.0,flat,62.0,up
94947,Novato,Marin,Northern CA,275,257,7.0,up,86.3,up
92321,Cedar Glen,San Bernardino,SB Mountains,273,270,1.1,up,6.5,up
94618,Oakland,Alameda,Northern CA,273,254,7.5,up,84.8,up
90810,Long Beach,Los Angeles,Southern CA,272,270,0.7,up,32.5,up
92869,Orange,Orange,Southern CA,271,265,2.3,up,136.9,up
90745,Carson,Los Angeles,Southern CA,270,274,-1.5,down,39.6,up
91731,El Monte,Los Angeles,Southern CA,270,267,1.1,up,34.9,up
95962,Oregon House,Yuba,Northern CA,270,261,3.4,up,8.6,up
92103,San Diego,San Diego,Southern CA,269,279,-3.6,down,100.8,up
95403,Santa Rosa,Sonoma,Northern CA,269,287,-6.3,down,66.1,up
96021,Corning,Tehama,Northern CA,269,274,-1.8,down,18.2,up
90242,Downey,Los Angeles,Southern CA,268,274,-2.2,down,58.1,up
92111,San Diego,San Diego,Southern CA,268,257,4.3,up,85.8,up
90606,Whittier,Los Angeles,Southern CA,267,274,-2.6,down,35.4,up
92256,Morongo Valley,San Bernardino,Southern CA,266,242,9.9,up,53.6,up
95901,Marysville,Yuba,Northern CA,266,271,-1.8,down,28.1,up
96093,Weaverville,Trinity,Northern CA,266,246,8.1,up,34.6,up
91764,Ontario,San Bernardino,Southern CA,264,257,2.7,up,59.4,up
92311,Barstow,San Bernardino,Southern CA,262,261,0.4,flat,81.7,up
95919,Brownsville,Yuba,Northern CA,261,257,1.6,up,-0.4,flat
94952,Petaluma,Sonoma,Northern CA,260,254,2.4,up,85.6,up
92020,El Cajon,San Diego,Southern CA,259,265,-2.3,down,121.9,up
91007,Arcadia,Los Angeles,Southern CA,258,251,2.8,up,81.9,up
93455,Santa Maria,Santa Barbara,Southern CA,258,257,0.4,flat,101.7,up
95462,Monte Rio,Sonoma,Northern CA,258,254,1.6,up,17.8,up
94960,San Anselmo,Marin,Northern CA,257,243,5.8,up,57.5,up
91790,West Covina,Los Angeles,Southern CA,255,255,0.0,flat,37.4,up
92054,Oceanside,San Diego,Southern CA,254,254,0.0,flat,139.6,up
95421,Cazadero,Sonoma,Northern CA,254,257,-1.2,down,5.4,up
91405,Van Nuys,Los Angeles,Southern CA,252,252,0.0,flat,32.7,up
91911,Chula Vista,San Diego,Southern CA,250,261,-4.2,down,139.6,up
92102,San Diego,San Diego,Southern CA,250,262,-4.6,down,34.6,up
96091,Trinity Center,Trinity,Northern CA,250,250,0.0,flat,13.8,up
95023,Hollister,San Benito,Northern CA,249,247,0.8,up,114.1,up
92705,Santa Ana,Orange,Southern CA,245,253,-3.2,down,87.8,up
94551,Livermore,Alameda,Northern CA,245,252,-2.8,down,88.2,up
92704,Santa Ana,Orange,Southern CA,243,238,2.1,up,48.5,up
92253,La Quinta,Riverside,Southern CA,242,242,0.0,flat,200.0,up
92867,Orange,Orange,Southern CA,242,233,3.9,up,82.5,up
91325,Northridge,Los Angeles,Southern CA,241,241,0.0,flat,53.0,up
94945,Novato,Marin,Northern CA,241,236,2.1,up,89.1,up
92225,Blythe,Riverside,Southern CA,240,249,-3.6,down,104.6,up
93283,Weldon,Kern,Southern CA,240,244,-1.6,down,8.0,up
91803,Alhambra,Los Angeles,Southern CA,239,237,0.8,up,44.1,up
94903,San Rafael,Marin,Northern CA,239,239,0.0,flat,77.4,up
95573,Willow Creek,Humboldt,Northern CA,237,240,-1.2,down,11.0,up
95688,Vacaville,Solano,Northern CA,237,227,4.4,up,82.4,up
94542,Hayward,Alameda,Northern CA,236,228,3.5,up,64.8,up
91780,Temple City,Los Angeles,Southern CA,235,226,4.0,up,45.8,up
92011,Carlsbad,San Diego,Southern CA,235,244,-3.7,down,148.4,up
93260,Posey,Tulare,Northern CA,234,233,0.4,flat,5.5,up
95127,San Jose,Santa Clara,Northern CA,232,236,-1.7,down,78.1,up
95629,Fiddletown,Amador,Northern CA,232,230,0.9,up,11.5,up
94501,Alameda,Alameda,Northern CA,229,207,10.6,up,86.5,up
95540,Fortuna,Humboldt,Northern CA,229,210,9.0,up,89.5,up
95014,Cupertino,Santa Clara,Northern CA,227,223,1.8,up,79.0,up
94110,San Francisco,San Francisco,Northern CA,226,225,0.4,flat,81.5,up
94606,Oakland,Alameda,Northern CA,226,218,3.7,up,80.0,up
92014,Del Mar,San Diego,Southern CA,225,228,-1.3,down,85.2,up
94588,Pleasanton,Alameda,Northern CA,224,233,-3.9,down,69.2,up
92010,Carlsbad,San Diego,Southern CA,223,222,0.5,flat,118.8,up
92241,Desert Hot Springs,Riverside,Southern CA,223,223,0.0,flat,79.0,up
91401,Van Nuys,Los Angeles,Southern CA,222,227,-2.2,down,42.6,up
91905,Boulevard,San Diego,Southern CA,222,224,-0.9,down,10.4,up
95542,Garberville,Humboldt,Northern CA,222,219,1.4,up,-0.9,down
94806,San Pablo,Contra Costa,Northern CA,219,212,3.3,up,60.0,up
92358,Lytle Creek,San Bernardino,SB Mountains,218,220,-0.9,down,6.1,up
93626,Friant,Fresno,Northern CA,216,214,0.9,up,36.2,up
95464,Nice,Lake,Northern CA,216,206,4.9,up,22.0,up
95973,Chico,Butte,Northern CA,216,228,-5.3,down,6.7,up
92243,El Centro,Imperial,Southern CA,215,218,-1.4,down,56.7,up
91205,Glendale,Los Angeles,Southern CA,214,205,4.4,up,77.1,up
91754,Monterey Park,Los Angeles,Southern CA,214,209,2.4,up,82.4,up
92703,Santa Ana,Orange,Southern CA,214,219,-2.3,down,71.5,up
96057,Mccloud,Siskiyou,Northern CA,214,193,10.9,up,21.2,up
93514,Bishop,Inyo,Northern CA,213,222,-4.1,down,60.8,up
93560,Rosamond,Kern,Southern CA,213,207,2.9,up,81.4,up
91792,West Covina,Los Angeles,Southern CA,211,207,1.9,up,66.7,up
94014,Daly City,San Mateo,Northern CA,211,205,2.9,up,106.2,up
94541,Hayward,Alameda,Northern CA,209,196,6.6,up,67.0,up
94949,Novato,Marin,Northern CA,209,196,6.6,up,74.3,up
93101,Santa Barbara,Santa Barbara,Southern CA,208,202,3.0,up,92.6,up
93518,Caliente,Kern,Southern CA,208,210,-1.0,down,-2.8,down
95918,Browns Valley,Yuba,Northern CA,208,224,-7.1,down,25.3,up
91941,La Mesa,San Diego,Southern CA,207,198,4.5,up,121.6,up
90241,Downey,Los Angeles,Southern CA,206,208,-1.0,down,55.8,up
90802,Long Beach,Los Angeles,Southern CA,206,200,3.0,up,109.9,up
96032,Fort Jones,Siskiyou,Northern CA,206,197,4.6,up,30.2,up
96120,Markleeville,Alpine,Northern CA,203,205,-1.0,down,12.8,up
91902,Bonita,San Diego,Southern CA,202,198,2.0,up,176.5,up
92231,Calexico,Imperial,Southern CA,202,205,-1.5,down,47.6,up
92270,Rancho Mirage,Riverside,Southern CA,202,198,2.0,up,126.6,up
93505,California City,Kern,Southern CA,201,191,5.2,up,77.8,up
94066,San Bruno,San Mateo,Northern CA,200,189,5.8,up,116.2,up
90260,Lawndale,Los Angeles,Southern CA,199,203,-2.0,down,45.0,up
92285,Landers,San Bernardino,Southern CA,199,188,5.9,up,79.3,up
93460,Santa Ynez,Santa Barbara,Southern CA,199,198,0.5,up,25.5,up
93953,Pebble Beach,Monterey,Northern CA,199,192,3.6,up,38.5,up
94621,Oakland,Alameda,Northern CA,199,200,-0.5,flat,37.6,up
96052,Lewiston,Trinity,Northern CA,199,206,-3.4,down,6.7,up
94509,Antioch,Contra Costa,Northern CA,198,197,0.5,up,135.9,up
90040,Los Angeles,Los Angeles,Southern CA,197,199,-1.0,down,22.3,up
94805,Richmond,Contra Costa,Northern CA,194,179,8.4,up,62.6,up
92823,Brea,Orange,Southern CA,193,191,1.0,up,49.1,up
92081,Vista,San Diego,Southern CA,192,193,-0.5,down,123.5,up
92501,Riverside,Riverside,Southern CA,192,187,2.7,up,152.9,up
92122,San Diego,San Diego,Southern CA,191,204,-6.4,down,119.8,up
94608,Emeryville,Alameda,Northern CA,191,188,1.6,up,76.1,up
91740,Glendora,Los Angeles,Southern CA,190,193,-1.6,down,61.6,up
92091,Rancho Santa Fe,San Diego,Southern CA,190,197,-3.6,down,132.2,up
92378,Rimforest,San Bernardino,SB Mountains,190,189,0.5,up,-1.1,down
95460,Mendocino,Mendocino,Northern CA,190,177,7.3,up,33.9,up
90638,La Mirada,Los Angeles,Southern CA,189,186,1.6,up,56.0,up
94019,Half Moon Bay,San Mateo,Northern CA,189,188,0.5,up,52.1,up
91708,Chino,San Bernardino,Southern CA,188,172,9.3,up,245.5,up
92356,Lucerne Valley,San Bernardino,Southern CA,188,189,-0.5,down,56.9,up
93453,Santa Margarita,San Luis Obispo,Southern CA,188,195,-3.6,down,18.4,up
93465,Templeton,San Luis Obispo,Southern CA,188,191,-1.6,down,62.2,up
91601,North Hollywood,Los Angeles,Southern CA,187,190,-1.6,down,38.2,up
91345,Mission Hills,Los Angeles,Southern CA,186,194,-4.1,down,30.2,up
93243,Lebec,Kern,Southern CA,185,182,1.6,up,16.7,up
94804,Richmond,Contra Costa,Northern CA,185,188,-1.6,down,70.3,up
90240,Downey,Los Angeles,Southern CA,184,186,-1.1,down,39.8,up
92637,Laguna Woods,Orange,Southern CA,184,171,7.6,up,148.1,up
95111,San Jose,Santa Clara,Northern CA,183,175,4.6,up,126.0,up
90291,Venice,Los Angeles,Southern CA,182,181,0.6,up,34.0,up
92230,Cabazon,Riverside,Southern CA,182,163,11.7,up,32.0,up
92707,Santa Ana,Orange,Southern CA,182,181,0.6,up,56.5,up
94904,Greenbrae,Marin,Northern CA,180,179,0.6,up,76.7,up
91722,Covina,Los Angeles,Southern CA,179,173,3.5,up,23.1,up
93033,Oxnard,Ventura,Southern CA,179,177,1.1,up,78.1,up
93309,Bakersfield,Kern,Southern CA,177,177,0.0,flat,69.7,up
94577,San Leandro,Alameda,Northern CA,177,175,1.1,up,97.6,up
92804,Anaheim,Orange,Southern CA,176,176,0.0,flat,125.6,up
92833,Fullerton,Orange,Southern CA,176,177,-0.6,down,98.8,up
94513,Brentwood,Contra Costa,Northern CA,176,175,0.6,up,120.0,up
95364,Pinecrest,Alpine,Northern CA,176,173,1.7,up,10.5,up
93930,King City,Monterey,Northern CA,175,206,-15.0,down,54.3,up
95501,Eureka,Humboldt,Northern CA,175,158,10.8,up,146.0,up
