effective_date,geo_type,geo_id,geo_name,status,source_id
2025-03-06,zip,94904,94904,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95012,95012,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95252,95252,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95422,95422,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,91980,91980,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,92386,92386,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93064,93064,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93430,93430,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93602,93602,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93925,93925,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,94920,94920,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95017,95017,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95254,95254,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95423,95423,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,92036,92036,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,92391,92391,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93065,93065,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93432,93432,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93603,93603,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93926,93926,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,94924,94924,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95018,95018,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95255,95255,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95424,95424,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,92059,92059,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,92397,92397,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93066,93066,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93433,93433,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93604,93604,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,93927,93927,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,94925,94925,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95019,95019,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95257,95257,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95426,95426,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95814,95814,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95427,95427,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95501,95501,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95563,95563,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95651,95651,distressed,cdi_distressed_geographies_2025
