zip,county,fair_plan_flag,cdi_flag,agree,fhsz_high_pct,total_policies_2023,fair_policies_current,penetration_pct,meets_criteria
94110,San Francisco,0,0,1,0.0,9801,226,2.3,0
94111,San Francisco,0,0,1,0.0,76,3,3.9,0
94112,San Francisco,0,0,1,0.0,17358,300,1.7,0
94114,San Francisco,0,0,1,0.0,6473,125,1.9,0
94115,San Francisco,0,0,1,0.0,2563,59,2.3,0
94116,San Francisco,0,0,1,0.0,13217,114,0.9,0
94117,San Francisco,0,0,1,0.0,3915,121,3.1,0
94118,San Francisco,0,0,1,0.0,5942,102,1.7,0
94121,San Francisco,0,0,1,0.0,8212,114,1.4,0
94122,San Francisco,0,0,1,0.0,13361,152,1.1,0
94123,San Francisco,0,0,1,0.0,3028,65,2.1,0
94124,San Francisco,0,0,1,0.0,5756,83,1.4,0
94127,San Francisco,0,0,1,0.0,6984,85,1.2,0
94131,San Francisco,0,0,1,0.0,7107,108,1.5,0
94132,San Francisco,0,0,1,0.0,4798,53,1.1,0
94133,San Francisco,0,0,1,0.0,1510,54,3.6,0
94134,San Francisco,0,0,1,0.0,8199,138,1.7,0
94158,San Francisco,0,0,1,0.0,163,7,4.3,0
94301,Santa Clara,0,0,1,0.0,4242,50,1.2,0
94303,San Mateo,0,0,1,0.0,9021,63,0.7,0
94304,Santa Clara,0,0,1,0.2,177,20,11.3,0
94305,Santa Clara,0,0,1,0.0,653,31,4.7,0
94306,Santa Clara,0,0,1,0.0,6468,47,0.7,0
94401,San Mateo,0,0,1,0.0,4948,41,0.8,0
94402,San Mateo,0,0,1,26.2,6873,115,1.7,0
94403,San Mateo,0,0,1,0.0,9261,54,0.6,0
94404,San Mateo,0,0,1,0.0,5945,18,0.3,0
94501,Alameda,0,0,1,0.0,11985,229,1.9,0
94502,Alameda,0,0,1,0.0,3504,6,0.2,0
94503,Napa,1,1,1,0.7,5316,59,1.1,0
94505,Contra Costa,0,0,1,0.0,5855,26,0.4,0
94506,Contra Costa,0,0,1,62.8,7556,1112,14.7,0
94507,Contra Costa,0,0,1,57.1,5263,838,15.9,1
94508,Napa,1,1,1,96.7,735,313,42.6,1
94509,Contra Costa,0,0,1,4.0,17113,198,1.2,0
94510,Solano,0,0,1,0.2,8087,120,1.5,0
94511,Contra Costa,0,0,1,0.0,912,37,4.1,0
94513,Contra Costa,0,0,1,27.7,21190,176,0.8,0
94514,Contra Costa,0,0,1,53.8,404,10,2.5,0
94515,Napa,1,1,1,88.6,2316,568,24.5,1
94517,Contra Costa,0,0,1,93.2,4049,275,6.8,0
94518,Contra Costa,0,0,1,0.0,7399,42,0.6,0
94519,Contra Costa,0,0,1,0.0,5894,20,0.3,0
94520,Contra Costa,0,0,1,1.1,5487,44,0.8,0
94521,Contra Costa,0,0,1,31.9,11883,119,1.0,0
94523,Contra Costa,0,0,1,1.3,9230,160,1.7,0
94525,Contra Costa,0,0,1,34.9,1156,117,10.1,0
94526,Contra Costa,0,0,1,15.3,10148,659,6.5,0
94528,Contra Costa,0,0,1,88.2,362,117,32.3,1
94530,Contra Costa,0,0,1,59.9,7861,425,5.4,0
94531,Contra Costa,0,0,1,0.0,13552,160,1.2,0
94533,Solano,0,0,1,10.9,18500,103,0.6,0
94534,Solano,0,0,1,35.1,12763,405,3.2,0
94536,Alameda,0,0,1,0.2,14586,104,0.7,0
94538,Alameda,0,0,1,0.0,10558,38,0.4,0
94539,Alameda,0,0,1,7.4,13960,110,0.8,0
94541,Alameda,0,0,1,0.0,11698,209,1.8,0
94542,Alameda,0,0,1,19.0,3792,236,6.2,0
94544,Alameda,0,0,1,6.6,13221,162,1.2,0
94545,Alameda,0,0,1,0.0,7628,45,0.6,0
94546,Alameda,0,0,1,48.5,11899,344,2.9,0
94547,Contra Costa,0,0,1,2.3,6098,119,2.0,0
94548,Contra Costa,0,0,1,0.0,120,1,0.8,0
94549,Contra Costa,0,0,1,54.6,8742,1863,21.3,1
94550,Alameda,0,0,1,87.6,15217,85,0.6,0
94551,Alameda,0,0,1,73.0,10262,245,2.4,0
94552,Alameda,0,0,1,76.5,4249,502,11.8,0
94553,Contra Costa,0,0,1,49.3,14765,596,4.0,0
94555,Alameda,0,0,1,0.0,8416,26,0.3,0
94556,Contra Costa,0,0,1,30.3,4473,672,15.0,1
94558,Napa,1,1,1,67.7,19125,993,5.2,0
94559,Napa,1,1,1,13.4,7096,76,1.1,0
94560,Alameda,0,0,1,0.0,11528,32,0.3,0
94561,Contra Costa,0,0,1,0.0,13521,94,0.7,0
94563,Contra Costa,0,0,1,47.5,6711,2691,40.1,1
94564,Contra Costa,0,0,1,8.0,5370,160,3.0,0
94565,Contra Costa,0,0,1,23.9,22141,300,1.4,0
94566,Alameda,0,0,1,19.1,12067,293,2.4,0
94567,Napa,1,1,1,74.8,231,144,62.3,1
94568,Alameda,0,0,1,7.6,13780,290,2.1,0
94569,Contra Costa,0,0,1,100.0,82,16,19.5,1
94571,Solano,0,0,1,0.0,5229,16,0.3,0
94572,Contra Costa,0,0,1,19.4,2439,26,1.1,0
94574,Napa,1,1,1,81.7,2681,571,21.3,1
94576,Napa,1,1,1,100.0,50,21,42.0,1
94577,Alameda,0,0,1,3.4,10986,177,1.6,0
94578,Alameda,0,0,1,20.6,6905,75,1.1,0
94579,Alameda,0,0,1,0.0,6086,50,0.8,0
94580,Alameda,0,0,1,0.0,7654,49,0.6,0
94582,Contra Costa,0,0,1,2.3,10112,143,1.4,0
94583,Contra Costa,0,0,1,45.6,9872,386,3.9,0
94585,Solano,0,0,1,0.0,8032,32,0.4,0
94586,Alameda,0,0,1,71.6,326,88,27.0,1
94587,Alameda,0,0,1,0.4,15146,100,0.7,0
94588,Alameda,0,0,1,63.4,7470,224,3.0,0
94589,Solano,0,0,1,1.3,7691,56,0.7,0
94590,Solano,0,0,1,0.0,9025,137,1.5,0
94591,Solano,0,0,1,0.2,16023,173,1.1,0
94592,Solano,0,0,1,0.0,307,7,2.3,0
94595,Contra Costa,0,0,1,2.7,2767,288,10.4,0
94596,Contra Costa,0,0,1,0.3,4211,116,2.8,0
94597,Contra Costa,0,0,1,0.1,4102,113,2.8,0
94598,Contra Costa,0,0,1,40.4,7500,99,1.3,0
94599,Napa,1,1,1,8.7,842,22,2.6,0
94601,Alameda,0,0,1,0.0,7342,307,4.2,0
94602,Alameda,0,0,1,42.3,8322,368,4.4,0
94603,Alameda,0,0,1,0.0,6862,157,2.3,0
94605,Alameda,0,0,1,64.2,11322,657,5.8,0
94606,Alameda,0,0,1,0.0,4429,226,5.1,0
94607,Alameda,0,0,1,0.0,2405,120,5.0,0
94608,Alameda,0,0,1,0.0,4952,191,3.9,0
94609,Alameda,0,0,1,0.0,4116,128,3.1,0
94610,Alameda,0,0,1,0.3,5232,151,2.9,0
94611,Alameda,0,0,1,75.0,10381,2822,27.2,1
94612,Alameda,0,0,1,0.0,467,30,6.4,0
94613,Alameda,0,0,1,0.0,,1,,
94618,Alameda,0,0,1,27.6,5158,273,5.3,0
94619,Alameda,0,0,1,90.1,7315,420,5.7,0
94621,Alameda,0,0,1,0.0,5616,199,3.5,0
94702,Alameda,0,0,1,0.0,4517,90,2.0,0
94703,Alameda,0,0,1,0.0,4180,131,3.1,0
94704,Alameda,0,0,1,27.5,966,155,16.0,1
94705,Alameda,0,0,1,75.5,3654,509,13.9,0
94706,Alameda,0,0,1,0.0,4528,73,1.6,0
94707,Alameda,0,0,1,35.0,4884,436,8.9,0
94708,Alameda,0,0,1,91.6,4353,824,18.9,1
94709,Alameda,0,0,1,11.8,1247,103,8.3,0
94710,Alameda,0,0,1,0.0,1431,43,3.0,0
94720,Alameda,0,0,1,59.2,1,1,100.0,1
94801,Contra Costa,0,0,1,0.0,5468,139,2.5,0
94803,Contra Costa,0,0,1,59.1,7393,526,7.1,0
94804,Contra Costa,0,0,1,0.0,9468,185,2.0,0
94805,Contra Costa,0,0,1,19.5,4440,194,4.4,0
94806,Contra Costa,0,0,1,0.6,11710,219,1.9,0
94901,Marin,1,1,1,0.4,8718,334,3.8,0
94903,Marin,1,1,1,32.1,7497,239,3.2,0
94904,Marin,1,1,1,35.0,3072,180,5.9,0
94920,Marin,1,1,1,0.3,3667,121,3.3,0
94922,Sonoma,0,0,1,3.9,94,18,19.1,1
94923,Sonoma,0,0,1,24.2,1193,116,9.7,0
94924,Marin,1,1,1,14.9,591,39,6.6,0
94925,Marin,1,1,1,0.1,2710,149,5.5,0
94928,Sonoma,0,0,1,0.0,10690,60,0.6,0
94929,Marin,1,1,1,0.0,310,27,8.7,0
94930,Marin,1,1,1,57.6,2887,317,11.0,0
94931,Sonoma,0,0,1,0.0,2444,35,1.4,0
94933,Marin,1,1,1,100.0,330,61,18.5,1
94937,Marin,1,1,1,8.9,798,295,37.0,1
94938,Marin,1,1,1,23.9,264,54,20.5,1
94939,Marin,1,1,1,13.2,1869,132,7.1,0
94940,Marin,1,1,1,43.9,91,24,26.4,1
94941,Marin,1,1,1,58.5,9468,967,10.2,0
94945,Marin,1,1,1,21.3,5241,241,4.6,0
94946,Marin,1,1,1,82.8,233,43,18.5,1
94947,Marin,1,1,1,66.6,6689,275,4.1,0
94949,Marin,1,1,1,27.2,3978,209,5.3,0
94951,Sonoma,0,0,1,24.3,1422,74,5.2,0
94952,Sonoma,0,0,1,29.9,10098,260,2.6,0
94954,Sonoma,0,0,1,31.6,11019,88,0.8,0
94956,Marin,1,1,1,16.7,453,65,14.3,0
94957,Marin,1,1,1,0.1,671,48,7.2,0
94960,Marin,1,1,1,3.2,5161,257,5.0,0
94963,Marin,1,1,1,99.9,235,22,9.4,0
94965,Marin,1,1,1,5.0,2549,482,18.9,1
94970,Marin,1,1,1,59.5,513,62,12.1,0
94971,Marin,1,1,1,0.5,102,4,3.9,0
94972,Sonoma,0,0,1,0.0,40,2,5.0,0
94973,Marin,1,1,1,94.8,595,66,11.1,0
95002,Santa Clara,0,0,1,0.0,401,11,2.7,0
95003,Santa Cruz,1,1,1,54.8,8956,1227,13.7,0
95004,Monterey,1,1,1,78.2,1160,151,13.0,0
95005,Santa Cruz,1,1,1,76.4,2194,957,43.6,1
95006,Santa Cruz,1,1,1,100.0,3327,1567,47.1,1
95007,Santa Cruz,1,1,1,79.8,179,162,90.5,1
95008,Santa Clara,0,0,1,0.0,9876,29,0.3,0
95010,Santa Cruz,1,1,1,0.0,2704,24,0.9,0
95012,Monterey,1,1,1,1.1,1704,63,3.7,0
95013,Santa Clara,0,0,1,18.6,13,2,15.4,1
95014,Santa Clara,0,0,1,58.6,13385,227,1.7,0
95017,Santa Cruz,1,1,1,82.6,158,28,17.7,1
95018,Santa Cruz,1,1,1,65.0,2840,1405,49.5,1
95019,Santa Cruz,1,1,1,0.0,986,12,1.2,0
95020,Santa Clara,0,0,1,62.7,15061,417,2.8,0
95023,San Benito,0,0,1,70.8,14858,249,1.7,0
95030,Santa Clara,0,0,1,81.7,4292,686,16.0,1
95032,Santa Clara,0,0,1,66.2,7375,290,3.9,0
95033,Santa Cruz,1,1,1,96.9,3258,1992,61.1,1
95035,Santa Clara,0,0,1,16.4,13487,109,0.8,0
95037,Santa Clara,0,0,1,81.5,13040,643,4.9,0
95039,Monterey,1,1,1,0.0,268,5,1.9,0
95041,Santa Cruz,1,1,1,100.0,165,93,56.4,1
95043,San Benito,1,1,1,80.3,141,51,36.2,1
95045,San Benito,0,0,1,53.2,1114,95,8.5,0
95046,Santa Clara,0,0,1,37.3,1493,78,5.2,0
95050,Santa Clara,0,0,1,0.0,6773,28,0.4,0
95051,Santa Clara,0,0,1,0.0,11147,27,0.2,0
95054,Santa Clara,0,0,1,0.0,2916,6,0.2,0
95060,Santa Cruz,1,1,1,51.1,11718,1411,12.0,0
95062,Santa Cruz,1,1,1,0.0,10500,78,0.7,0
95064,Santa Cruz,1,1,1,0.4,110,10,9.1,0
95065,Santa Cruz,1,1,1,58.9,2292,558,24.3,1
95066,Santa Cruz,1,1,1,69.1,4513,1478,32.7,1
95070,Santa Clara,0,0,1,69.1,10303,714,6.9,0
95073,Santa Cruz,1,1,1,78.5,3420,741,21.7,1
95075,San Benito,0,0,1,81.1,166,14,8.4,0
95076,Santa Cruz,1,1,1,48.1,16335,998,6.1,0
95110,Santa Clara,0,0,1,0.0,2398,45,1.9,0
95111,Santa Clara,0,0,1,0.0,9540,183,1.9,0
95112,Santa Clara,0,0,1,0.0,7062,123,1.7,0
95116,Santa Clara,0,0,1,0.0,6429,73,1.1,0
95117,Santa Clara,0,0,1,0.0,3942,19,0.5,0
95118,Santa Clara,0,0,1,0.0,8325,33,0.4,0
95119,Santa Clara,0,0,1,19.9,2788,26,0.9,0
95120,Santa Clara,0,0,1,63.1,12107,335,2.8,0
95121,Santa Clara,0,0,1,0.0,8049,63,0.8,0
95122,Santa Clara,0,0,1,0.0,8237,85,1.0,0
95123,Santa Clara,0,0,1,0.3,14667,87,0.6,0
95124,Santa Clara,0,0,1,0.4,14446,51,0.4,0
95125,Santa Clara,0,0,1,0.0,14083,53,0.4,0
95126,Santa Clara,0,0,1,0.0,4718,46,1.0,0
95127,Santa Clara,0,0,1,44.6,12575,232,1.8,0
95128,Santa Clara,0,0,1,0.0,6866,31,0.5,0
95129,Santa Clara,0,0,1,0.0,8849,31,0.4,0
95130,Santa Clara,0,0,1,0.0,3582,3,0.1,0
95131,Santa Clara,0,0,1,0.0,5572,27,0.5,0
95132,Santa Clara,0,0,1,78.4,10050,80,0.8,0
95133,Santa Clara,0,0,1,0.0,4492,24,0.5,0
95134,Santa Clara,0,0,1,0.0,772,26,3.4,0
95135,Santa Clara,0,0,1,81.4,4522,99,2.2,0
95136,Santa Clara,0,0,1,0.0,8369,64,0.8,0
95138,Santa Clara,0,0,1,57.5,4563,71,1.6,0
95139,Santa Clara,0,0,1,7.8,1843,10,0.5,0
95140,Santa Clara,0,0,1,99.9,121,28,23.1,1
95148,Santa Clara,0,0,1,39.0,10982,135,1.2,0
95202,San Joaquin,0,0,1,0.0,436,27,6.2,0
95203,San Joaquin,0,0,1,0.0,3513,78,2.2,0
95204,San Joaquin,0,0,1,0.0,9116,80,0.9,0
95205,San Joaquin,0,0,1,0.0,7801,165,2.1,0
95206,San Joaquin,0,0,1,0.0,14803,146,1.0,0
95207,San Joaquin,0,0,1,0.0,9204,64,0.7,0
95209,San Joaquin,0,0,1,0.0,12045,38,0.3,0
95210,San Joaquin,0,0,1,0.0,8229,48,0.6,0
95212,San Joaquin,0,0,1,0.0,7656,31,0.4,0
95215,San Joaquin,0,0,1,0.0,5014,94,1.9,0
95219,San Joaquin,0,0,1,0.0,7975,17,0.2,0
95220,San Joaquin,0,0,1,0.0,1787,15,0.8,0
95222,Calaveras,1,1,1,77.6,1965,660,33.6,1
95223,Calaveras,1,1,1,10.6,6888,4771,69.3,1
95225,Calaveras,1,1,1,99.4,208,42,20.2,1
95226,Calaveras,1,1,1,93.1,18,12,66.7,1
95227,San Joaquin,0,0,1,0.4,191,6,3.1,0
95228,Calaveras,1,1,1,99.7,2450,897,36.6,1
95230,San Joaquin,0,0,1,46.1,92,9,9.8,0
95231,San Joaquin,0,0,1,0.0,542,8,1.5,0
95232,Calaveras,1,1,1,54.7,122,58,47.5,1
95236,San Joaquin,0,0,1,3.8,940,11,1.2,0
95237,San Joaquin,0,0,1,0.0,1020,8,0.8,0
95240,San Joaquin,0,0,1,0.0,10436,47,0.5,0
95242,San Joaquin,0,0,1,0.0,9106,23,0.3,0
95245,Calaveras,1,1,1,87.5,830,382,46.0,1
95246,Calaveras,1,1,1,90.9,623,343,55.1,1
95247,Calaveras,1,1,1,87.4,2112,1314,62.2,1
95249,Calaveras,1,1,1,85.8,1172,423,36.1,1
95251,Calaveras,1,1,1,84.4,265,166,62.6,1
95252,Calaveras,1,1,1,93.2,5078,728,14.3,0
95253,San Joaquin,0,0,1,,48,1,2.1,0
95254,Calaveras,1,1,1,97.1,213,25,11.7,0
95255,Calaveras,1,1,1,68.1,705,421,59.7,1
95257,Calaveras,1,1,1,80.7,245,162,66.1,1
95258,San Joaquin,0,0,1,0.0,1271,3,0.2,0
95301,Merced,0,0,1,0.0,9148,23,0.3,0
95303,Merced,0,0,1,0.0,77,1,1.3,0
95304,San Joaquin,0,0,1,25.9,3219,27,0.8,0
95305,Tuolumne,1,1,1,56.5,29,29,100.0,1
95306,Mariposa,1,1,1,81.7,318,126,39.6,1
95307,Stanislaus,0,0,1,0.0,9782,62,0.6,0
95310,Tuolumne,1,1,1,33.3,667,404,60.6,1
95311,Mariposa,1,1,1,29.9,721,392,54.4,1
95313,Stanislaus,0,0,1,0.0,162,5,3.1,0
95315,Merced,0,0,1,0.0,2649,13,0.5,0
95316,Stanislaus,0,0,1,0.0,1729,10,0.6,0
95317,Merced,0,0,1,0.0,37,3,8.1,0
95318,Mariposa,1,1,1,6.3,92,60,65.2,1
95319,Stanislaus,0,0,1,0.0,375,2,0.5,0
95320,San Joaquin,0,0,1,0.0,3171,16,0.5,0
95321,Tuolumne,1,1,1,26.5,2998,2103,70.1,1
95322,Merced,0,0,1,24.2,2376,29,1.2,0
95323,Stanislaus,0,0,1,0.0,211,3,1.4,0
95324,Merced,0,0,1,0.0,1746,9,0.5,0
95326,Stanislaus,0,0,1,0.0,2531,9,0.4,0
95327,Tuolumne,1,1,1,80.5,1834,832,45.4,1
95328,Stanislaus,0,0,1,0.0,1101,7,0.6,0
95329,Tuolumne,1,1,1,75.5,1102,391,35.5,1
95330,San Joaquin,0,0,1,0.0,9716,15,0.2,0
95333,Merced,0,0,1,13.3,484,6,1.2,0
95334,Merced,0,0,1,0.0,3387,22,0.6,0
95335,Tuolumne,1,1,1,26.3,1186,917,77.3,1
95336,San Joaquin,0,0,1,0.0,13633,48,0.4,0
95337,San Joaquin,0,0,1,0.0,13099,35,0.3,0
95338,Mariposa,1,1,1,78.0,3909,2130,54.5,1
95340,Merced,0,0,1,0.5,10646,46,0.4,0
95341,Merced,0,0,1,0.0,6170,31,0.5,0
95345,Mariposa,1,1,1,37.4,219,151,68.9,1
95346,Tuolumne,1,1,1,74.5,1070,773,72.2,1
95348,Merced,0,0,1,0.0,8279,44,0.5,0
95350,Stanislaus,0,0,1,0.0,14286,50,0.3,0
95351,Stanislaus,0,0,1,0.0,9487,72,0.8,0
95354,Stanislaus,0,0,1,0.0,6893,36,0.5,0
95355,Stanislaus,0,0,1,0.0,16831,44,0.3,0
95356,Stanislaus,0,0,1,0.0,9045,32,0.4,0
95357,Stanislaus,0,0,1,0.0,3255,19,0.6,0
95358,Stanislaus,0,0,1,0.0,6654,45,0.7,0
95360,Stanislaus,0,0,1,81.8,3298,12,0.4,0
95361,Stanislaus,0,0,1,33.2,9605,78,0.8,0
95363,Stanislaus,0,0,1,45.9,7308,64,0.9,0
95364,Alpine,1,1,1,0.6,474,176,37.1,1
95365,Merced,0,0,1,7.5,919,2,0.2,0
95366,San Joaquin,0,0,1,0.0,5149,7,0.1,0
95367,Stanislaus,0,0,1,0.0,6846,22,0.3,0
95368,Stanislaus,0,0,1,0.0,3975,16,0.4,0
95369,Merced,1,1,1,39.4,187,26,13.9,0
95370,Tuolumne,1,1,1,82.0,9428,5150,54.6,1
95372,Tuolumne,1,1,1,97.6,680,414,60.9,1
95374,Merced,0,0,1,0.0,241,4,1.7,0
95376,San Joaquin,0,0,1,0.0,13531,45,0.3,0
95377,San Joaquin,0,0,1,62.9,10938,45,0.4,0
95379,Tuolumne,1,1,1,43.2,1246,782,62.8,1
95380,Stanislaus,0,0,1,0.0,8838,45,0.5,0
95382,Stanislaus,0,0,1,0.0,10192,14,0.1,0
95383,Tuolumne,1,1,1,30.6,3009,2175,72.3,1
95385,Stanislaus,0,0,1,0.0,22,1,4.5,0
95386,Stanislaus,0,0,1,22.6,2440,6,0.2,0
95388,Merced,0,0,1,0.0,2652,13,0.5,0
95389,Mariposa,1,1,1,0.7,427,321,75.2,1
95391,San Joaquin,0,0,1,69.6,7176,15,0.2,0
95401,Sonoma,0,0,1,0.0,9190,60,0.7,0
95403,Sonoma,0,0,1,27.7,11119,269,2.4,0
95404,Sonoma,0,0,1,73.5,11841,1062,9.0,0
95405,Sonoma,0,0,1,11.1,6623,148,2.2,0
95407,Sonoma,0,0,1,0.0,8108,86,1.1,0
95409,Sonoma,0,0,1,76.0,9144,722,7.9,0
95410,Mendocino,1,1,1,15.0,419,82,19.6,1
95412,Sonoma,1,1,1,75.6,90,14,15.6,1
95415,Mendocino,1,1,1,87.3,380,89,23.4,1
95417,Mendocino,1,1,1,81.8,50,9,18.0,1
95419,Sonoma,0,0,1,,257,45,17.5,0
95420,Mendocino,1,1,1,16.8,127,35,27.6,1
95421,Sonoma,0,0,1,89.6,809,254,31.4,1
95422,Lake,1,1,1,47.3,4600,915,19.9,1
95423,Lake,1,1,1,55.9,1885,403,21.4,1
95425,Sonoma,0,0,1,86.2,3436,415,12.1,0
95426,Lake,1,1,1,99.1,791,428,54.1,1
95427,Mendocino,1,1,1,15.0,138,25,18.1,1
95428,Mendocino,1,1,1,63.7,363,39,10.7,0
95429,Mendocino,1,1,1,95.5,27,21,77.8,1
95432,Mendocino,1,1,1,56.9,160,32,20.0,1
95436,Sonoma,0,0,1,50.8,2340,378,16.2,1
95437,Mendocino,1,1,1,14.8,5117,502,9.8,0
95439,Sonoma,0,0,1,0.0,174,5,2.9,0
95441,Sonoma,1,1,1,77.0,591,150,25.4,1
95442,Sonoma,0,0,1,86.2,1321,368,27.9,1
95443,Lake,1,1,1,99.8,118,50,42.4,1
95444,Sonoma,0,0,1,0.0,284,6,2.1,0
95445,Mendocino,1,1,1,93.6,1172,361,30.8,1
95446,Sonoma,0,0,1,97.9,2739,1067,39.0,1
95448,Sonoma,0,0,1,75.3,5717,624,10.9,0
95449,Mendocino,1,1,1,89.3,359,79,22.0,1
95450,Sonoma,1,1,1,60.6,310,94,30.3,1
95451,Lake,1,1,1,83.2,4408,1501,34.1,1
95452,Sonoma,0,0,1,86.6,665,149,22.4,1
95453,Lake,1,1,1,59.0,3862,523,13.5,0
95454,Mendocino,1,1,1,86.2,538,160,29.7,1
95456,Mendocino,1,1,1,63.8,398,146,36.7,1
95457,Lake,1,1,1,69.9,1110,505,45.5,1
95458,Lake,1,1,1,44.3,1130,284,25.1,1
95459,Mendocino,1,1,1,71.9,294,61,20.7,1
95460,Mendocino,1,1,1,21.1,1199,190,15.8,1
95461,Lake,1,1,1,92.9,1134,516,45.5,1
95462,Sonoma,0,0,1,68.3,907,258,28.4,1
95463,Mendocino,1,1,1,69.4,58,19,32.8,1
95464,Lake,1,1,1,79.8,752,216,28.7,1
95465,Sonoma,0,0,1,23.8,670,115,17.2,1
95466,Mendocino,1,1,1,92.3,307,92,30.0,1
95467,Lake,1,1,1,80.8,2406,462,19.2,1
95468,Mendocino,1,1,1,77.9,337,54,16.0,1
95469,Mendocino,1,1,1,54.8,550,157,28.5,1
95470,Mendocino,1,1,1,83.9,1662,304,18.3,1
95471,Sonoma,0,0,1,100.0,116,22,19.0,1
95472,Sonoma,0,0,1,14.6,9818,437,4.5,0
95476,Sonoma,0,0,1,35.0,11624,693,6.0,0
95482,Mendocino,1,1,1,72.0,7691,1262,16.4,1
95485,Lake,1,1,1,42.7,703,168,23.9,1
95488,Mendocino,1,1,1,90.6,100,22,22.0,1
95490,Mendocino,1,1,1,78.2,3939,1048,26.6,1
95492,Sonoma,0,0,1,1.9,8676,116,1.3,0
95493,Lake,1,1,1,71.0,57,25,43.9,1
95494,Mendocino,1,1,1,98.3,147,54,36.7,1
95497,Sonoma,0,0,1,59.2,1451,330,22.7,1
95501,Humboldt,1,1,1,0.0,6530,175,2.7,0
95503,Humboldt,1,1,1,2.7,8353,572,6.8,0
95511,Humboldt,1,1,1,99.9,28,10,35.7,1
95514,Humboldt,1,1,1,97.8,33,11,33.3,1
95519,Humboldt,1,1,1,0.0,6062,315,5.2,0
95521,Humboldt,1,1,1,21.0,5030,295,5.9,0
95524,Humboldt,1,1,1,0.0,639,69,10.8,0
95525,Humboldt,1,1,1,78.8,527,73,13.9,0
95526,Trinity,1,1,1,88.4,165,46,27.9,1
95527,Trinity,1,1,1,8.2,149,69,46.3,1
95528,Humboldt,1,1,1,48.0,337,69,20.5,1
95531,Del Norte,1,1,1,8.1,5936,531,8.9,0
95536,Humboldt,1,1,1,16.6,786,41,5.2,0
95540,Humboldt,1,1,1,5.3,4333,229,5.3,0
95542,Humboldt,1,1,1,91.5,618,222,35.9,1
95543,Del Norte,1,1,1,6.4,332,106,31.9,1
95546,Humboldt,1,1,1,30.2,163,38,23.3,1
95547,Humboldt,1,1,1,0.0,414,19,4.6,0
95548,Del Norte,1,1,1,34.0,239,36,15.1,1
95549,Humboldt,1,1,1,66.0,301,57,18.9,1
95550,Humboldt,1,1,1,76.7,38,24,63.2,1
95551,Humboldt,1,1,1,0.0,422,25,5.9,0
95552,Trinity,1,1,1,12.7,148,59,39.9,1
95554,Humboldt,1,1,1,65.2,182,111,61.0,1
95555,Humboldt,1,1,1,38.9,84,16,19.0,1
95556,Humboldt,1,1,1,5.4,115,46,40.0,1
95558,Humboldt,1,1,1,60.7,116,31,26.7,1
95560,Humboldt,1,1,1,94.0,445,118,26.5,1
95562,Humboldt,1,1,1,59.7,1057,106,10.0,0
95563,Trinity,1,1,1,14.6,286,148,51.7,1
95564,Humboldt,1,1,1,0.0,108,6,5.6,0
95565,Humboldt,1,1,1,85.9,189,52,27.5,1
95567,Del Norte,1,1,1,44.5,642,40,6.2,0
95568,Siskiyou,1,1,1,2.8,19,4,21.1,1
95569,Humboldt,1,1,1,97.8,55,16,29.1,1
95570,Humboldt,1,1,1,0.0,1020,173,17.0,0
95573,Humboldt,1,1,1,35.8,652,237,36.3,1
95585,Mendocino,1,1,1,68.1,69,13,18.8,1
95587,Mendocino,1,1,1,98.3,41,17,41.5,1
95589,Humboldt,1,1,1,66.1,612,173,28.3,1
95595,Trinity,1,1,1,57.3,21,10,47.6,1
95601,Amador,1,1,1,84.2,101,56,55.4,1
95602,Placer,1,1,1,66.0,6185,2886,46.7,1
95603,Placer,1,1,1,49.3,9060,2105,23.2,1
95605,Yolo,0,0,1,0.0,3020,25,0.8,0
95606,Yolo,0,0,1,75.3,43,6,14.0,0
95607,Yolo,1,1,1,88.3,76,11,14.5,0
95608,Sacramento,0,0,1,0.0,16638,38,0.2,0
95610,Sacramento,0,0,1,0.0,11090,38,0.3,0
95612,Yolo,0,0,1,0.0,244,2,0.8,0
95614,El Dorado,1,1,1,75.9,1611,769,47.7,1
95615,Sacramento,0,0,1,0.0,120,1,0.8,0
95616,Yolo,0,0,1,0.0,8781,8,0.1,0
95618,Yolo,0,0,1,0.0,6470,20,0.3,0
95619,El Dorado,1,1,1,77.6,1429,633,44.3,1
95620,Solano,0,0,1,0.0,6379,10,0.2,0
95621,Sacramento,0,0,1,0.0,12038,40,0.3,0
95623,El Dorado,1,1,1,90.8,1486,774,52.1,1
95624,Sacramento,0,0,1,0.0,19299,64,0.3,0
95626,Sacramento,0,0,1,0.0,1800,9,0.5,0
95627,Yolo,0,0,1,16.3,918,11,1.2,0
95628,Sacramento,0,0,1,0.0,14087,34,0.2,0
95629,Amador,1,1,1,98.0,404,232,57.4,1
95630,Sacramento,0,0,1,0.3,24694,300,1.2,0
95631,Placer,1,1,1,38.1,2267,1732,76.4,1
95632,Sacramento,0,0,1,0.0,8857,27,0.3,0
95633,El Dorado,1,1,1,75.0,1149,872,75.9,1
95634,El Dorado,1,1,1,52.5,1135,812,71.5,1
95635,El Dorado,1,1,1,76.8,407,297,73.0,1
95636,El Dorado,1,1,1,9.3,266,146,54.9,1
95637,Yolo,0,0,1,72.3,109,20,18.3,1
95638,Sacramento,0,0,1,7.9,585,15,2.6,0
