zip,county,fair_plan_flag,cdi_flag,agree,fhsz_high_pct,total_policies_2023,fair_policies_current,penetration_pct,meets_criteria
92320,Riverside,0,0,1,47.0,4023,1093,27.2,1
92321,San Bernardino,1,1,1,62.7,342,273,79.8,1
92322,San Bernardino,1,1,1,78.1,589,496,84.2,1
92324,San Bernardino,0,0,1,56.4,10855,1104,10.2,0
92325,San Bernardino,1,1,1,52.9,5254,4296,81.8,1
92327,San Bernardino,0,0,1,0.0,90,9,10.0,0
92332,San Bernardino,0,0,1,0.0,7,1,14.3,0
92333,San Bernardino,1,1,1,31.0,869,699,80.4,1
92335,San Bernardino,0,0,1,0.0,14439,655,4.5,0
92336,San Bernardino,0,0,1,27.5,26435,1152,4.4,0
92337,San Bernardino,0,0,1,6.7,8199,592,7.2,0
92338,San Bernardino,0,0,1,0.0,2,1,50.0,0
92339,San Bernardino,1,1,1,28.4,611,491,80.4,1
92341,San Bernardino,1,1,1,19.1,894,689,77.1,1
92342,San Bernardino,0,0,1,0.0,2694,80,3.0,0
92344,San Bernardino,0,0,1,50.5,6044,1176,19.5,1
92345,San Bernardino,0,0,1,18.2,21738,1360,6.3,0
92346,San Bernardino,0,0,1,24.2,13590,1246,9.2,0
92347,San Bernardino,0,0,1,0.0,114,18,15.8,0
92352,San Bernardino,1,1,1,77.4,8297,6862,82.7,1
92354,San Bernardino,0,0,1,22.1,4845,568,11.7,0
92356,San Bernardino,1,1,1,8.4,1674,188,11.2,0
92358,San Bernardino,1,1,1,8.5,292,218,74.7,1
92359,San Bernardino,0,0,1,57.3,2353,482,20.5,1
92363,San Bernardino,0,0,1,0.0,2312,114,4.9,0
92364,San Bernardino,0,0,1,0.0,6,1,16.7,0
92365,San Bernardino,0,0,1,0.0,614,74,12.1,0
92368,San Bernardino,0,0,1,0.0,156,33,21.2,0
92371,San Bernardino,1,1,1,16.9,4464,1418,31.8,1
92372,San Bernardino,1,1,1,51.1,1917,579,30.2,1
92373,San Bernardino,0,0,1,72.4,8552,1276,14.9,0
92374,San Bernardino,0,0,1,12.6,10730,464,4.3,0
92376,San Bernardino,0,0,1,0.0,14960,637,4.3,0
92377,San Bernardino,0,0,1,44.6,5414,337,6.2,0
92378,San Bernardino,1,1,1,9.9,235,190,80.9,1
92382,San Bernardino,1,1,1,45.4,3518,2816,80.0,1
92384,Inyo,0,0,1,0.0,20,1,5.0,0
92385,San Bernardino,1,1,1,7.5,149,160,107.4,1
92386,San Bernardino,1,1,1,47.9,2710,1960,72.3,1
92389,Inyo,0,0,1,0.0,26,2,7.7,0
92391,San Bernardino,1,1,1,79.0,1166,1000,85.8,1
92392,San Bernardino,0,0,1,0.0,16906,1046,6.2,0
92394,San Bernardino,0,0,1,0.0,9131,458,5.0,0
92395,San Bernardino,0,0,1,0.0,11193,522,4.7,0
92397,San Bernardino,1,1,1,46.6,2670,1756,65.8,1
92398,San Bernardino,0,0,1,0.0,367,35,9.5,0
92399,San Bernardino,0,0,1,52.9,15308,3329,21.7,1
92401,San Bernardino,0,0,1,0.0,169,20,11.8,0
92404,San Bernardino,0,0,1,21.1,10958,1075,9.8,0
92405,San Bernardino,0,0,1,21.8,6154,510,8.3,0
92407,San Bernardino,0,0,1,45.0,13458,1952,14.5,0
92408,San Bernardino,0,0,1,0.0,2128,174,8.2,0
92410,San Bernardino,0,0,1,0.0,6734,631,9.4,0
92411,San Bernardino,0,0,1,0.0,4386,358,8.2,0
92501,Riverside,0,0,1,0.0,4429,192,4.3,0
92503,Riverside,0,0,1,46.2,19232,1828,9.5,0
92504,Riverside,0,0,1,24.1,12170,688,5.7,0
92505,Riverside,0,0,1,14.4,8997,485,5.4,0
92506,Riverside,0,0,1,13.9,14020,825,5.9,0
92507,Riverside,0,0,1,23.4,9531,1004,10.5,0
92508,Riverside,0,0,1,5.3,9293,726,7.8,0
92509,Riverside,0,0,1,27.8,16393,1272,7.8,0
92518,Riverside,0,0,1,0.0,1,1,100.0,0
92530,Riverside,0,0,1,34.3,14166,2927,20.7,1
92532,Riverside,0,0,1,82.4,6742,1689,25.1,1
92536,Riverside,1,1,1,67.8,1091,564,51.7,1
92539,Riverside,1,1,1,62.0,1082,749,69.2,1
92543,Riverside,0,0,1,42.3,8796,886,10.1,0
92544,Riverside,0,0,1,63.9,12491,1919,15.4,1
92545,Riverside,0,0,1,42.3,14082,1582,11.2,0
92548,Riverside,1,1,1,89.7,1707,552,32.3,1
92549,Riverside,1,1,1,41.1,3709,2781,75.0,1
92551,Riverside,0,0,1,0.0,7052,485,6.9,0
92553,Riverside,0,0,1,0.0,13465,626,4.6,0
92555,Riverside,0,0,1,57.0,10629,1763,16.6,1
92557,Riverside,0,0,1,60.8,12834,1619,12.6,0
92561,Riverside,1,1,1,15.9,786,442,56.2,1
92562,Riverside,0,0,1,40.2,16925,3155,18.6,1
92563,Riverside,0,0,1,41.0,19494,1887,9.7,0
92567,Riverside,0,0,1,55.7,2334,612,26.2,1
92570,Riverside,0,0,1,70.7,10109,3156,31.2,1
92571,Riverside,0,0,1,13.3,11901,1078,9.1,0
92582,Riverside,0,0,1,11.6,5475,403,7.4,0
92583,Riverside,0,0,1,28.7,7647,654,8.6,0
92584,Riverside,0,0,1,37.1,18627,1639,8.8,0
92585,Riverside,0,0,1,20.7,8181,799,9.8,0
92586,Riverside,0,0,1,21.1,9314,633,6.8,0
92587,Riverside,0,0,1,46.9,6104,1239,20.3,1
92590,Riverside,1,1,1,91.2,801,450,56.2,1
92591,Riverside,0,0,1,35.7,11454,484,4.2,0
92592,Riverside,0,0,1,58.4,22615,2550,11.3,0
92595,Riverside,0,0,1,68.0,8903,2127,23.9,1
92596,Riverside,0,0,1,60.7,10328,1326,12.8,0
92602,Orange,0,0,1,48.9,6290,298,4.7,0
92603,Orange,0,0,1,66.4,4358,404,9.3,0
92604,Orange,0,0,1,0.0,5027,82,1.6,0
92606,Orange,0,0,1,0.0,3337,20,0.6,0
92610,Orange,0,0,1,76.6,3043,544,17.9,1
92612,Orange,0,0,1,9.7,1867,120,6.4,0
92614,Orange,0,0,1,0.0,3350,42,1.3,0
92617,Orange,0,0,1,0.0,1045,7,0.7,0
92618,Orange,0,0,1,12.5,10916,780,7.1,0
92620,Orange,0,0,1,16.3,13039,334,2.6,0
92624,Orange,0,0,1,0.0,2269,52,2.3,0
92625,Orange,0,0,1,33.2,4575,68,1.5,0
92626,Orange,0,0,1,0.0,8990,35,0.4,0
92627,Orange,0,0,1,0.0,9772,73,0.7,0
92629,Orange,0,0,1,4.7,7317,143,2.0,0
92630,Orange,0,0,1,1.8,15045,429,2.9,0
92637,Orange,0,0,1,16.1,820,184,22.4,1
92646,Orange,0,0,1,0.0,15662,97,0.6,0
92647,Orange,0,0,1,0.0,11631,61,0.5,0
92648,Orange,0,0,1,0.0,9248,74,0.8,0
92649,Orange,0,0,1,0.0,8636,61,0.7,0
92651,Orange,0,0,1,88.8,8818,1606,18.2,1
92653,Orange,0,0,1,0.0,6624,158,2.4,0
92655,Orange,0,0,1,0.0,1395,36,2.6,0
92656,Orange,0,0,1,51.7,7951,620,7.8,0
92657,Orange,0,0,1,86.0,3174,610,19.2,1
92660,Orange,0,0,1,8.0,7322,159,2.2,0
92661,Orange,0,0,1,0.0,1495,21,1.4,0
92662,Orange,0,0,1,0.0,1232,6,0.5,0
92663,Orange,0,0,1,0.0,5362,57,1.1,0
92672,Orange,0,0,1,29.0,9110,764,8.4,0
92673,Orange,0,0,1,17.9,8091,951,11.8,0
92675,Orange,0,0,1,64.4,8940,767,8.6,0
92676,Orange,1,1,1,54.2,726,614,84.6,1
92677,Orange,0,0,1,25.1,15817,1077,6.8,0
92679,Orange,0,0,1,85.8,9311,3398,36.5,1
92683,Orange,0,0,1,0.0,17422,464,2.7,0
92688,Orange,0,0,1,71.9,8256,1459,17.7,1
92691,Orange,0,0,1,0.0,12476,164,1.3,0
92692,Orange,0,0,1,29.5,13456,490,3.6,0
92694,Orange,0,0,1,70.6,8274,1326,16.0,1
92701,Orange,0,0,1,0.0,4036,136,3.4,0
92703,Orange,0,0,1,0.0,7430,214,2.9,0
92704,Orange,0,0,1,0.0,10806,243,2.2,0
92705,Orange,0,0,1,5.4,10089,245,2.4,0
92706,Orange,0,0,1,0.0,5665,44,0.8,0
92707,Orange,0,0,1,0.0,7819,182,2.3,0
92708,Orange,0,0,1,0.0,13931,116,0.8,0
92780,Orange,0,0,1,0.0,7560,67,0.9,0
92782,Orange,0,0,1,16.4,4837,141,2.9,0
92801,Orange,0,0,1,0.0,6746,124,1.8,0
92802,Orange,0,0,1,0.0,4518,58,1.3,0
92804,Orange,0,0,1,0.0,11775,176,1.5,0
92805,Orange,0,0,1,0.0,8881,133,1.5,0
92806,Orange,0,0,1,0.0,5438,68,1.3,0
92807,Orange,0,0,1,32.0,9691,598,6.2,0
92808,Orange,0,0,1,71.4,4876,710,14.6,0
92821,Orange,0,0,1,41.1,9284,440,4.7,0
92823,Orange,0,0,1,96.8,1469,193,13.1,0
92831,Orange,0,0,1,0.0,5496,56,1.0,0
92832,Orange,0,0,1,0.0,3949,35,0.9,0
92833,Orange,0,0,1,15.3,10521,176,1.7,0
92835,Orange,0,0,1,11.0,6434,61,0.9,0
92840,Orange,0,0,1,0.0,9169,101,1.1,0
92841,Orange,0,0,1,0.0,6216,104,1.7,0
92843,Orange,0,0,1,0.0,6209,120,1.9,0
92844,Orange,0,0,1,0.0,2837,47,1.7,0
92845,Orange,0,0,1,0.0,4992,16,0.3,0
92860,Riverside,0,0,1,10.7,6634,485,7.3,0
92861,Orange,0,0,1,3.6,2045,41,2.0,0
92865,Orange,0,0,1,0.0,4381,25,0.6,0
92866,Orange,0,0,1,0.0,3114,26,0.8,0
92867,Orange,0,0,1,31.4,10283,242,2.4,0
92868,Orange,0,0,1,0.0,2774,32,1.2,0
92869,Orange,0,0,1,21.6,8552,271,3.2,0
92870,Orange,0,0,1,0.0,11199,107,1.0,0
92879,Riverside,0,0,1,3.5,9233,539,5.8,0
92880,Riverside,0,0,1,20.1,16476,1166,7.1,0
92881,Riverside,0,0,1,44.1,8095,715,8.8,0
92882,Riverside,0,0,1,20.0,14700,2246,15.3,1
92883,Riverside,0,0,1,49.7,11190,2551,22.8,1
92886,Orange,0,0,1,29.9,14327,811,5.7,0
92887,Orange,0,0,1,69.0,5653,901,15.9,1
93001,Ventura,1,1,1,65.8,8095,765,9.5,0
93003,Ventura,1,1,1,47.8,12317,434,3.5,0
93004,Ventura,1,1,1,0.2,8192,114,1.4,0
93010,Ventura,1,1,1,8.7,11864,280,2.4,0
93012,Ventura,1,1,1,55.5,9590,692,7.2,0
93013,Santa Barbara,0,0,1,33.7,3843,335,8.7,0
93015,Ventura,1,1,1,55.3,4261,360,8.4,0
93021,Ventura,1,1,1,71.7,9676,931,9.6,0
93022,Ventura,1,1,1,67.7,1955,340,17.4,1
93023,Ventura,1,1,1,20.2,6818,1698,24.9,1
93030,Ventura,1,1,1,0.0,9561,70,0.7,0
93033,Ventura,1,1,1,10.0,11066,179,1.6,0
93035,Ventura,1,1,1,0.0,7921,84,1.1,0
93036,Ventura,1,1,1,0.0,7012,72,1.0,0
93040,Ventura,1,1,1,45.3,430,101,23.5,1
93041,Ventura,1,1,1,0.1,3437,58,1.7,0
93060,Ventura,1,1,1,52.4,6941,570,8.2,0
93063,Ventura,1,1,1,79.2,14621,1389,9.5,0
93065,Ventura,1,1,1,72.1,19091,1916,10.0,0
93066,Ventura,1,1,1,48.8,787,134,17.0,1
93067,Santa Barbara,0,0,1,0.1,392,77,19.6,1
93101,Santa Barbara,0,0,1,0.2,4630,208,4.5,0
93103,Santa Barbara,0,0,1,65.5,4126,599,14.5,0
93105,Santa Barbara,0,0,1,33.2,6699,1390,20.7,1
93108,Santa Barbara,1,1,1,66.8,3615,1579,43.7,1
93109,Santa Barbara,0,0,1,0.0,3243,85,2.6,0
93110,Santa Barbara,0,0,1,35.2,4131,375,9.1,0
93111,Santa Barbara,0,0,1,42.1,5040,377,7.5,0
93117,Santa Barbara,0,0,1,69.5,6998,404,5.8,0
93201,Tulare,0,0,1,0.0,117,9,7.7,0
93202,Kings,0,0,1,0.0,1086,5,0.5,0
93203,Kern,0,0,1,12.8,3419,163,4.8,0
93204,Kings,0,0,1,36.8,1511,16,1.1,0
93205,Kern,1,1,1,15.7,723,399,55.2,1
93206,Kern,0,0,1,0.0,300,16,5.3,0
93207,Tulare,1,1,1,21.5,287,174,60.6,1
93208,Tulare,0,0,1,5.4,78,40,51.3,1
93210,Fresno,0,0,1,58.6,3070,62,2.0,0
93212,Kings,0,0,1,0.0,2866,24,0.8,0
93215,Kern,0,0,1,0.0,8502,79,0.9,0
93218,Tulare,0,0,1,0.0,136,6,4.4,0
93219,Tulare,0,0,1,0.0,1335,14,1.0,0
93221,Tulare,0,0,1,35.2,3926,63,1.6,0
93222,Kern,1,1,1,24.1,1730,998,57.7,1
93223,Tulare,0,0,1,0.0,2124,17,0.8,0
93224,Kern,1,1,1,68.7,117,2,1.7,0
93225,Kern,1,1,1,23.7,2280,902,39.6,1
93226,Kern,1,1,1,86.2,81,30,37.0,1
93230,Kings,0,0,1,0.0,17484,85,0.5,0
93234,Fresno,0,0,1,0.0,585,1,0.2,0
93235,Tulare,0,0,1,0.0,832,7,0.8,0
93238,Kern,1,1,1,17.6,860,309,35.9,1
93239,Kings,0,0,1,24.2,138,4,2.9,0
93240,Kern,1,1,1,19.5,2122,776,36.6,1
93241,Kern,0,0,1,0.0,2184,73,3.3,0
93242,Fresno,0,0,1,0.0,453,3,0.7,0
93243,Kern,1,1,1,65.8,418,185,44.3,1
93244,Tulare,0,0,1,86.9,104,17,16.3,1
93245,Kings,0,0,1,0.0,7293,13,0.2,0
93247,Tulare,0,0,1,4.7,3273,33,1.0,0
93249,Kern,0,0,1,20.9,243,4,1.6,0
93250,Kern,0,0,1,0.0,2619,25,1.0,0
93252,Kern,1,1,1,9.9,363,28,7.7,0
93254,Santa Barbara,0,0,1,66.0,197,27,13.7,0
93255,Kern,1,1,1,8.6,202,31,15.3,1
93256,Tulare,0,0,1,0.0,799,18,2.3,0
93257,Tulare,0,0,1,25.2,16435,448,2.7,0
93260,Tulare,1,1,1,67.6,317,234,73.8,1
93262,Tulare,1,1,1,0.0,13,6,46.2,0
93263,Kern,0,0,1,0.0,5122,56,1.1,0
93265,Tulare,1,1,1,26.7,1966,754,38.4,1
93266,Kings,0,0,1,0.0,261,5,1.9,0
93267,Tulare,0,0,1,13.0,1047,30,2.9,0
93268,Kern,0,0,1,23.5,4359,169,3.9,0
93270,Tulare,0,0,1,0.0,915,20,2.2,0
93271,Tulare,1,1,1,27.8,1110,634,57.1,1
93272,Tulare,0,0,1,0.0,497,3,0.6,0
93274,Tulare,0,0,1,0.0,18274,89,0.5,0
93276,Kern,0,0,1,0.0,20,3,15.0,0
93277,Tulare,0,0,1,0.0,14441,70,0.5,0
93280,Kern,0,0,1,0.0,4683,50,1.1,0
93283,Kern,1,1,1,22.8,665,240,36.1,1
93285,Kern,1,1,1,22.8,1484,784,52.8,1
93286,Tulare,0,0,1,39.7,2038,74,3.6,0
93287,Kern,1,1,1,15.6,50,12,24.0,1
93291,Tulare,0,0,1,0.0,15903,84,0.5,0
93292,Tulare,0,0,1,0.0,11907,39,0.3,0
93301,Kern,0,0,1,0.0,2364,90,3.8,0
93304,Kern,0,0,1,0.0,10876,359,3.3,0
93305,Kern,0,0,1,0.0,7281,333,4.6,0
93306,Kern,0,0,1,27.5,18321,485,2.6,0
93307,Kern,0,0,1,0.0,16671,548,3.3,0
93308,Kern,0,0,1,52.0,13497,373,2.8,0
93309,Kern,0,0,1,0.0,12667,177,1.4,0
93311,Kern,0,0,1,0.1,16197,90,0.6,0
93312,Kern,0,0,1,0.0,18387,105,0.6,0
93313,Kern,0,0,1,0.0,16237,128,0.8,0
93314,Kern,0,0,1,0.0,10484,59,0.6,0
93401,San Luis Obispo,1,1,1,53.7,8787,404,4.6,0
93402,San Luis Obispo,1,1,1,67.8,5548,163,2.9,0
93405,San Luis Obispo,1,1,1,57.1,5161,345,6.7,0
93420,San Luis Obispo,1,1,1,68.0,10256,541,5.3,0
93422,San Luis Obispo,1,1,1,52.0,10172,796,7.8,0
93424,San Luis Obispo,1,1,1,82.4,592,174,29.4,1
93426,Monterey,1,1,1,86.5,847,385,45.5,1
93427,Santa Barbara,0,0,1,90.4,1619,86,5.3,0
93428,San Luis Obispo,1,1,1,74.1,3595,363,10.1,0
93429,Santa Barbara,0,0,1,50.4,29,2,6.9,0
93430,San Luis Obispo,1,1,1,43.6,1802,62,3.4,0
93432,San Luis Obispo,1,1,1,93.4,434,82,18.9,1
93433,San Luis Obispo,1,1,1,0.0,3997,35,0.9,0
93434,Santa Barbara,0,0,1,66.1,1760,27,1.5,0
93435,San Luis Obispo,1,1,1,,9,2,22.2,0
93436,Santa Barbara,0,0,1,77.2,12456,387,3.1,0
93440,Santa Barbara,0,0,1,93.4,530,43,8.1,0
93441,Santa Barbara,0,0,1,29.9,389,64,16.5,1
93442,San Luis Obispo,1,1,1,49.0,4953,110,2.2,0
93444,San Luis Obispo,1,1,1,34.9,7181,158,2.2,0
93445,San Luis Obispo,1,1,1,46.7,2021,18,0.9,0
93446,San Luis Obispo,1,1,1,85.5,15106,824,5.5,0
93449,San Luis Obispo,1,1,1,69.7,4136,278,6.7,0
93450,Monterey,1,1,1,84.0,93,9,9.7,0
93451,San Luis Obispo,1,1,1,93.8,1278,96,7.5,0
93452,San Luis Obispo,1,1,1,76.6,76,22,28.9,1
93453,San Luis Obispo,1,1,1,68.4,891,188,21.1,1
93454,Santa Barbara,0,0,1,59.7,8176,131,1.6,0
93455,Santa Barbara,0,0,1,38.2,13993,258,1.8,0
93458,Santa Barbara,0,0,1,0.0,8783,70,0.8,0
93460,Santa Barbara,0,0,1,74.2,1813,199,11.0,0
93461,San Luis Obispo,1,1,1,95.4,396,9,2.3,0
93463,Santa Barbara,0,0,1,68.4,2479,144,5.8,0
93465,San Luis Obispo,1,1,1,83.9,3239,188,5.8,0
93501,Kern,0,0,1,16.0,1166,124,10.6,0
93505,Kern,0,0,1,0.0,4165,201,4.8,0
93510,Los Angeles,1,1,1,71.8,2312,950,41.1,1
93512,Mono,1,1,1,12.0,46,5,10.9,0
93513,Inyo,0,0,1,4.1,595,20,3.4,0
93514,Inyo,0,0,1,5.5,4316,213,4.9,0
93516,Kern,0,0,1,0.0,605,44,7.3,0
93517,Mono,1,1,1,10.8,482,122,25.3,1
93518,Kern,1,1,1,75.3,389,208,53.5,1
93523,Kern,0,0,1,0.0,333,31,9.3,0
93526,Inyo,0,0,1,11.6,303,19,6.3,0
93527,Kern,0,0,1,3.6,773,91,11.8,0
93528,Kern,0,0,1,0.0,49,5,10.2,0
93529,Mono,1,1,1,12.1,558,282,50.5,1
93531,Kern,1,1,1,98.9,193,117,60.6,1
93532,Los Angeles,1,1,1,30.9,968,584,60.3,1
93534,Los Angeles,0,0,1,0.0,8346,364,4.4,0
93535,Los Angeles,0,0,1,0.0,17474,858,4.9,0
93536,Los Angeles,0,0,1,21.4,20013,686,3.4,0
93541,Mono,1,1,1,7.7,177,60,33.9,1
93543,Los Angeles,0,0,1,31.4,3362,330,9.8,0
93544,Los Angeles,1,1,1,30.7,394,77,19.5,1
93545,Inyo,0,0,1,8.4,574,41,7.1,0
93546,Mono,1,1,1,11.4,3432,1632,47.6,1
93549,Inyo,1,1,1,4.6,75,9,12.0,0
93550,Los Angeles,0,0,1,7.4,15556,874,5.6,0
93551,Los Angeles,0,0,1,62.9,16249,1250,7.7,0
93552,Los Angeles,0,0,1,14.4,9883,451,4.6,0
93553,Los Angeles,1,1,1,26.5,573,94,16.4,1
93554,Kern,0,0,1,0.0,33,2,6.1,0
93555,Kern,0,0,1,0.0,10644,345,3.2,0
93558,San Bernardino,1,1,1,0.0,4,1,25.0,0
93560,Kern,0,0,1,5.8,5906,213,3.6,0
93561,Kern,1,1,1,86.4,10988,2153,19.6,1
93562,San Bernardino,0,0,1,0.0,381,20,5.2,0
93563,Los Angeles,1,1,1,16.8,30,12,40.0,1
93591,Los Angeles,0,0,1,0.0,1864,139,7.5,0
93601,Madera,1,1,1,78.0,703,335,47.7,1
93602,Fresno,1,1,1,28.6,1066,567,53.2,1
93603,Tulare,1,1,1,59.7,91,55,60.4,1
93604,Madera,1,1,1,3.5,971,601,61.9,1
93606,Fresno,0,0,1,0.0,219,1,0.5,0
93608,Fresno,0,0,1,7.6,116,1,0.9,0
93609,Fresno,0,0,1,0.0,813,10,1.2,0
93610,Madera,1,1,1,9.4,3964,24,0.6,0
93611,Fresno,0,0,1,0.0,14367,29,0.2,0
93612,Fresno,0,0,1,0.0,7225,54,0.7,0
93614,Madera,1,1,1,92.3,4247,1729,40.7,1
93615,Tulare,0,0,1,0.0,809,10,1.2,0
93616,Fresno,0,0,1,0.0,347,2,0.6,0
93618,Tulare,0,0,1,0.0,6062,37,0.6,0
93619,Fresno,0,0,1,36.1,17591,565,3.2,0
93620,Merced,0,0,1,0.0,2186,11,0.5,0
93621,Fresno,1,1,1,52.1,74,23,31.1,1
93622,Fresno,0,0,1,4.3,1567,39,2.5,0
93623,Mariposa,1,1,1,18.3,153,94,61.4,1
93625,Fresno,0,0,1,0.0,1905,12,0.6,0
93626,Fresno,0,0,1,58.9,835,216,25.9,1
93628,Fresno,1,1,1,1.8,208,142,68.3,1
93630,Fresno,0,0,1,0.0,3681,26,0.7,0
93631,Fresno,0,0,1,0.0,4262,14,0.3,0
93633,Fresno,1,1,1,0.0,122,83,68.0,0
93634,Fresno,1,1,1,0.7,315,155,49.2,1
93635,Merced,0,0,1,6.4,12194,29,0.2,0
93636,Madera,1,1,1,22.0,6217,115,1.8,0
93637,Madera,1,1,1,0.0,8930,65,0.7,0
93638,Madera,1,1,1,8.1,9421,132,1.4,0
93640,Fresno,0,0,1,0.7,1733,67,3.9,0
93641,Fresno,1,1,1,77.2,143,59,41.3,1
93643,Madera,1,1,1,36.4,1149,650,56.6,1
93644,Madera,1,1,1,47.2,3219,1628,50.6,1
93645,Madera,1,1,1,94.6,97,48,49.5,1
93646,Fresno,0,0,1,26.9,1362,20,1.5,0
93647,Tulare,0,0,1,73.6,1719,28,1.6,0
93648,Fresno,0,0,1,0.0,2383,7,0.3,0
93650,Fresno,0,0,1,0.0,892,40,4.5,0
93651,Fresno,1,1,1,94.2,495,172,34.7,1
93653,Madera,1,1,1,92.4,327,113,34.6,1
93654,Fresno,0,0,1,21.6,6113,44,0.7,0
93656,Fresno,0,0,1,0.0,986,7,0.7,0
93657,Fresno,0,0,1,36.3,8376,135,1.6,0
93660,Fresno,0,0,1,0.0,531,5,0.9,0
93662,Fresno,0,0,1,0.0,5999,57,1.0,0
93664,Fresno,1,1,1,23.9,2000,1544,77.2,1
93666,Tulare,0,0,1,0.0,41,8,19.5,0
93667,Fresno,1,1,1,56.6,610,289,47.4,1
93668,Fresno,0,0,1,0.0,185,6,3.2,0
93669,Madera,1,1,1,23.3,201,120,59.7,1
93673,Tulare,0,0,1,0.0,116,1,0.9,0
93675,Fresno,1,1,1,98.8,987,427,43.3,1
93701,Fresno,0,0,1,0.0,1298,30,2.3,0
93702,Fresno,0,0,1,0.0,7000,137,2.0,0
93703,Fresno,0,0,1,0.0,6113,54,0.9,0
93704,Fresno,0,0,1,0.0,7318,39,0.5,0
93705,Fresno,0,0,1,0.0,7654,42,0.5,0
93706,Fresno,0,0,1,0.0,5459,119,2.2,0
93710,Fresno,0,0,1,0.0,5828,14,0.2,0
93711,Fresno,0,0,1,0.0,10668,33,0.3,0
93720,Fresno,0,0,1,0.0,13189,50,0.4,0
93721,Fresno,0,0,1,0.0,182,11,6.0,0
93722,Fresno,0,0,1,0.0,20038,72,0.4,0
93723,Fresno,0,0,1,0.0,3694,16,0.4,0
93725,Fresno,0,0,1,0.0,4377,54,1.2,0
93726,Fresno,0,0,1,0.0,7721,42,0.5,0
93727,Fresno,0,0,1,0.0,18842,75,0.4,0
93728,Fresno,0,0,1,0.0,3767,55,1.5,0
93730,Fresno,0,0,1,0.0,5127,28,0.5,0
93737,Fresno,0,0,1,,2295,11,0.5,0
93901,Monterey,1,1,1,0.0,5875,20,0.3,0
93905,Monterey,1,1,1,0.0,8158,47,0.6,0
93906,Monterey,1,1,1,0.0,11198,38,0.3,0
93907,Monterey,1,1,1,27.0,5760,701,12.2,0
93908,Monterey,1,1,1,51.6,4210,472,11.2,0
93920,Monterey,1,1,1,17.3,255,133,52.2,1
93923,Monterey,1,1,1,89.1,5439,1270,23.3,1
93924,Monterey,1,1,1,61.6,2442,869,35.6,1
93925,Monterey,1,1,1,62.7,222,16,7.2,0
93926,Monterey,1,1,1,30.8,1625,11,0.7,0
93927,Monterey,1,1,1,38.0,3241,72,2.2,0
93930,Monterey,1,1,1,80.4,2991,175,5.9,0
93932,Monterey,1,1,1,76.3,138,11,8.0,0
93933,Monterey,1,1,1,0.0,5421,81,1.5,0
93940,Monterey,1,1,1,54.5,7701,438,5.7,0
93950,Monterey,1,1,1,3.5,5324,51,1.0,0
93953,Monterey,1,1,1,71.8,2315,199,8.6,0
93954,Monterey,1,1,1,92.0,53,4,7.5,0
93955,Monterey,1,1,1,0.3,6312,37,0.6,0
93960,Monterey,1,1,1,56.9,3734,32,0.9,0
93962,Monterey,1,1,1,0.0,224,2,0.9,0
94002,San Mateo,0,0,1,25.2,6719,141,2.1,0
94005,San Mateo,0,0,1,0.1,1191,52,4.4,0
94010,San Mateo,0,0,1,26.1,10742,409,3.8,0
94014,San Mateo,0,0,1,0.0,8880,211,2.4,0
94015,San Mateo,0,0,1,0.0,12691,51,0.4,0
94018,San Mateo,0,0,1,,1164,48,4.1,0
94019,San Mateo,0,0,1,71.9,4576,189,4.1,0
94020,San Mateo,1,1,1,99.9,520,124,23.8,1
94021,San Mateo,1,1,1,100.0,75,22,29.3,1
94022,Santa Clara,0,0,1,23.3,6086,383,6.3,0
94024,Santa Clara,0,0,1,4.6,7687,277,3.6,0
94025,San Mateo,0,0,1,0.0,10443,135,1.3,0
94027,San Mateo,0,0,1,0.0,2212,70,3.2,0
94028,San Mateo,0,0,1,12.7,2222,370,16.7,1
94030,San Mateo,0,0,1,3.0,5733,111,1.9,0
94037,San Mateo,0,0,1,63.4,1027,44,4.3,0
94038,San Mateo,0,0,1,3.8,947,26,2.7,0
94040,Santa Clara,0,0,1,0.0,5347,23,0.4,0
94041,Santa Clara,0,0,1,0.0,2643,11,0.4,0
94043,Santa Clara,0,0,1,0.0,4052,21,0.5,0
94044,San Mateo,0,0,1,17.9,10833,406,3.7,0
94060,San Mateo,1,1,1,87.5,381,123,32.3,1
94061,San Mateo,0,0,1,11.2,8202,69,0.8,0
94062,San Mateo,0,0,1,83.6,8501,543,6.4,0
94063,San Mateo,0,0,1,0.0,3935,31,0.8,0
94065,San Mateo,0,0,1,0.0,2333,7,0.3,0
94066,San Mateo,0,0,1,5.1,9935,200,2.0,0
94070,San Mateo,0,0,1,31.4,8822,174,2.0,0
94074,San Mateo,1,1,1,99.3,67,17,25.4,1
94080,San Mateo,0,0,1,0.0,14131,131,0.9,0
94085,Santa Clara,0,0,1,0.0,2815,14,0.5,0
94086,Santa Clara,0,0,1,0.0,6779,24,0.4,0
94087,Santa Clara,0,0,1,0.0,12681,33,0.3,0
94089,Santa Clara,0,0,1,0.0,3876,41,1.1,0
94102,San Francisco,0,0,1,0.0,641,18,2.8,0
94103,San Francisco,0,0,1,0.0,927,32,3.5,0
94105,San Francisco,0,0,1,0.0,435,8,1.8,0
94107,San Francisco,0,0,1,0.0,2806,40,1.4,0
94108,San Francisco,0,0,1,0.0,198,5,2.5,0
94109,San Francisco,0,0,1,0.0,1697,43,2.5,0
