zip,zip_area_km2,fhsz_high_pct
95254,15.35,97.1
95255,115.47,68.1
95257,39.28,80.7
95258,8.71,0.0
95301,161.55,0.0
95303,100.88,0.0
95304,422.18,25.9
95305,38.22,56.5
95306,357.59,81.7
95307,86.59,0.0
95310,104.9,33.3
95311,627.99,29.9
95312,2.46,0.0
95313,134.93,0.0
95314,65.07,1.2
95315,47.3,0.0
95316,173.11,0.0
95317,137.59,0.0
95318,102.76,6.3
95319,1.62,0.0
95320,230.77,0.0
95321,456.27,26.5
95322,468.73,24.2
95323,80.23,0.0
95324,108.47,0.0
95325,105.48,99.3
95326,75.27,0.0
95327,429.34,80.5
95328,2.71,0.0
95329,304.56,75.5
95330,56.91,0.0
95333,302.27,13.3
95334,145.91,0.0
95335,109.0,26.3
95336,99.34,0.0
95337,119.91,0.0
95338,895.02,78.0
95340,104.71,0.5
95341,390.94,0.0
95345,83.01,37.4
95346,15.49,74.5
95348,123.26,0.0
95350,22.88,0.0
95351,23.62,0.0
95354,19.29,0.0
95355,24.25,0.0
95356,58.83,0.0
95357,100.36,0.0
95358,317.18,0.0
95360,871.21,81.8
95361,608.71,33.2
95363,305.86,45.9
95364,715.56,0.6
95365,39.38,7.5
95366,89.73,0.0
95367,12.09,0.0
95368,9.12,0.0
95369,421.17,39.4
95370,280.22,82.0
95372,6.87,97.6
95374,121.97,0.0
95375,8.04,26.2
95376,19.8,0.0
95377,279.98,62.9
95379,139.63,43.2
95380,194.43,0.0
95382,27.23,0.0
95383,203.25,30.6
95385,64.61,0.0
95386,226.34,22.6
95387,300.35,82.8
95388,100.47,0.0
95389,614.79,0.7
95391,62.45,69.6
95401,53.33,0.0
95403,57.23,27.7
95404,207.25,73.5
95405,14.12,11.1
95407,58.49,0.0
95409,99.94,76.0
95410,113.9,15.0
95412,222.07,75.6
95415,143.05,87.3
95417,195.08,81.8
95420,6.24,16.8
95421,561.96,89.6
95422,113.58,47.3
95423,271.08,55.9
95425,548.36,86.2
95426,52.28,99.1
95427,180.35,15.0
95428,585.42,63.7
95429,103.84,95.5
95430,0.54,17.4
95431,0.05,0.0
95432,189.92,56.9
95435,0.39,0.0
95436,60.08,50.8
95437,263.47,14.8
95439,6.97,0.0
95441,268.07,77.0
95442,63.66,86.2
95443,10.7,99.8
95444,0.66,0.0
95445,229.21,93.6
95446,85.95,97.9
95448,489.77,75.3
95449,338.45,89.3
95450,71.84,60.6
95451,263.0,83.2
95452,37.16,86.6
95453,217.94,59.0
95454,693.24,86.2
95456,27.78,63.8
95457,395.23,69.9
95458,127.07,44.3
95459,181.06,71.9
95460,77.17,21.1
95461,326.86,92.9
95462,16.02,68.3
95463,29.32,69.4
95464,8.56,79.8
95465,109.39,23.8
95466,243.37,92.3
95467,25.51,80.8
95468,176.18,77.9
95469,461.88,54.8
95470,214.25,83.9
95471,3.71,100.0
95472,180.11,14.6
95476,292.05,35.0
95482,813.96,72.0
95485,275.02,42.7
95486,0.03,100.0
95488,239.37,90.6
95490,1017.32,78.2
95492,49.3,1.9
95493,11.58,71.0
95494,266.16,98.3
95497,41.88,59.2
95501,22.8,0.0
95503,232.39,2.7
95511,151.7,99.9
95514,224.96,97.8
95519,150.81,0.0
95521,184.4,21.0
95524,27.07,0.0
95525,215.51,78.8
95526,285.79,88.4
95527,356.02,8.2
95528,265.67,48.0
95531,582.85,8.1
95536,384.26,16.6
95537,0.34,0.0
95540,73.43,5.3
95542,512.3,91.5
95543,264.59,6.4
95545,124.17,94.0
95546,358.44,30.2
95547,19.57,0.0
95548,245.03,34.0
95549,291.29,66.0
95550,349.74,76.7
95551,137.08,0.0
95552,1402.09,12.7
95553,154.31,90.7
95554,130.31,65.2
95555,224.38,38.9
95556,356.46,5.4
95558,521.13,60.7
95559,47.0,94.5
95560,86.4,94.0
95562,64.12,59.7
95563,156.12,14.6
95564,12.54,0.0
95565,88.06,85.9
95567,172.02,44.5
95568,212.65,2.8
95569,161.65,97.8
95570,95.11,0.0
95571,1.94,99.4
95573,312.82,35.8
95585,140.44,68.1
95587,33.8,98.3
95589,506.46,66.1
95595,634.23,57.3
95601,4.43,84.2
95602,129.58,66.0
95603,102.4,49.3
95604,1.05,52.8
95605,10.27,0.0
95606,94.23,75.3
95607,348.13,88.3
95608,34.57,0.0
95610,20.31,0.0
95612,150.87,0.0
95614,91.97,75.9
95615,62.34,0.0
95616,71.54,0.0
95618,90.41,0.0
95619,15.96,77.6
95620,631.09,0.0
95621,17.73,0.0
95623,135.87,90.8
95624,114.07,0.0
95625,2.93,0.0
95626,60.36,0.0
95627,134.28,16.3
95628,34.17,0.0
95629,120.15,98.0
95630,77.36,0.3
95631,396.25,38.1
95632,288.66,0.0
95633,106.92,75.0
95634,209.94,52.5
95635,52.36,76.8
95636,299.91,9.3
95637,54.63,72.3
95638,205.34,7.9
95639,12.88,0.0
95640,315.0,79.8
95641,122.16,0.0
95642,176.12,90.0
95645,337.38,0.0
95646,12.28,20.9
95648,369.73,34.7
95650,63.94,29.2
95651,30.22,84.7
95652,9.9,0.0
95653,13.36,0.0
95655,24.61,0.0
95658,65.63,80.7
95659,131.72,0.0
95660,16.19,0.0
95661,23.14,0.0
95662,28.39,0.0
95663,20.37,42.1
95664,110.01,70.0
95665,52.96,93.4
95666,146.7,53.7
95667,449.21,78.8
95668,157.15,0.0
95669,228.57,93.4
95670,33.38,0.0
95672,59.3,80.9
95673,42.15,0.0
95674,82.98,0.0
95675,1.76,100.0
95677,23.12,0.0
95678,28.1,0.0
95679,119.64,30.0
95680,5.33,0.0
95681,44.77,7.9
95682,210.2,93.6
95683,236.3,39.6
95684,377.53,65.8
95685,127.93,87.7
95686,73.8,0.0
95687,113.17,0.5
95688,211.26,61.3
95689,72.44,93.0
95690,156.0,0.0
95691,113.55,0.0
95692,142.79,14.5
95693,162.78,0.7
95694,387.4,47.6
95695,368.33,0.0
95697,0.56,0.0
95698,111.91,0.0
95699,10.78,99.9
95701,86.69,81.9
95703,11.77,53.9
95709,58.21,82.0
95713,184.91,69.2
95714,8.82,91.1
95715,70.28,54.3
95717,26.45,69.9
95720,314.94,10.6
95721,34.31,10.5
95722,28.82,93.4
95724,3.13,41.0
95726,193.89,48.7
95728,32.76,69.4
95735,56.94,1.1
95736,0.65,100.0
95742,129.04,0.0
95746,45.98,12.1
95747,120.86,0.0
95757,158.88,0.0
95758,33.85,0.0
95762,112.45,44.8
95765,32.09,0.0
95776,242.24,0.0
95811,7.47,0.0
95814,3.74,0.0
95815,21.4,0.0
95816,5.39,0.0
95817,5.91,0.0
95818,10.4,0.0
95819,9.17,0.0
95820,13.42,0.0
95821,18.7,0.0
95822,22.14,0.0
95823,30.58,0.0
95824,10.39,0.0
95825,12.14,0.0
95826,30.34,0.0
95827,20.25,0.0
95828,32.06,0.0
95829,53.77,0.0
95830,33.84,0.0
95831,19.56,0.0
95832,22.98,0.0
95833,21.05,0.0
95834,26.72,0.0
95835,23.4,0.0
95837,47.85,0.0
95838,23.33,0.0
95841,10.58,0.0
95842,9.91,0.0
95843,16.64,0.0
95864,16.87,0.0
95901,513.0,26.6
95903,37.6,0.0
95910,88.65,34.8
95912,468.5,20.6
95914,37.86,98.5
95915,57.92,3.7
95916,271.18,58.5
95917,179.41,0.0
95918,184.34,97.6
95919,63.74,97.0
95920,179.54,0.0
95922,173.77,31.7
95923,25.98,14.4
95925,91.55,53.8
95926,19.66,0.0
95928,362.44,25.7
95930,43.58,70.8
95932,326.41,0.0
95934,53.64,38.4
95935,61.49,88.1
95936,271.31,12.4
95937,131.8,20.2
95938,186.25,0.0
95939,800.42,54.6
95941,41.07,79.3
95942,145.01,72.3
95943,169.45,0.0
95944,131.13,24.3
95945,168.6,88.0
95946,111.42,93.9
95947,338.0,35.4
95948,202.71,0.0
95949,362.21,98.0
95950,132.44,0.0
95951,49.87,0.0
95953,295.6,0.0
95954,186.75,78.5
95955,319.07,15.5
95956,175.59,7.9
95957,182.66,0.0
95959,646.33,68.6
95960,125.12,63.5
95961,120.22,0.0
95962,77.25,98.8
95963,806.32,32.5
95965,872.06,41.1
95966,499.38,79.2
95968,3.97,0.0
95969,153.53,96.6
95970,122.58,0.0
95971,261.84,35.6
95973,867.12,64.3
95974,21.78,0.0
95975,24.34,87.6
95977,101.53,97.2
95978,16.28,84.9
95979,743.58,50.1
95981,107.35,48.7
95982,115.09,0.0
95983,305.01,19.1
95984,86.03,19.6
95986,21.11,50.9
95987,867.08,54.4
95988,806.03,42.7
95991,108.07,0.0
95993,221.86,0.0
96001,231.77,56.5
96002,80.38,17.1
96003,673.6,43.1
96006,420.07,22.4
96007,340.73,77.3
96008,94.19,93.9
96009,575.98,29.9
96010,1042.14,1.4
96011,832.15,51.5
96013,602.58,72.7
96014,345.16,70.6
96015,648.93,24.0
96016,110.47,39.2
96017,380.16,53.4
96019,28.07,83.9
96020,104.8,31.5
96021,625.74,46.0
96022,628.75,92.7
96023,713.9,34.7
96024,462.42,67.4
96025,238.59,57.7
96027,1236.88,20.5
96028,439.42,39.5
96029,90.49,100.0
96031,921.34,1.2
96032,1183.85,52.3
96033,375.67,38.5
96034,286.93,65.8
96035,120.78,0.1
96037,10.63,97.5
96038,46.21,67.5
96039,1618.97,1.7
96040,319.83,14.8
96041,853.14,21.3
96044,370.65,86.6
96046,464.44,21.3
96047,533.62,94.7
96048,397.8,13.4
96049,41.29,7.1
96050,741.88,45.9
96051,852.65,36.9
96052,204.34,47.8
96054,335.08,33.4
96055,165.46,64.2
96056,886.11,34.4
96057,818.86,56.8
96058,1134.36,33.4
96059,203.19,95.8
96061,106.87,42.4
96062,188.92,98.7
96063,31.15,37.2
96064,1250.01,73.6
96065,220.32,94.6
96067,354.18,29.9
96068,104.69,56.4
96069,230.07,97.8
96071,208.3,22.8
96073,116.49,99.0
96074,259.69,79.6
96075,177.82,90.4
96076,536.79,41.3
96080,1594.14,76.5
96084,276.21,65.4
96085,193.6,16.1
96086,666.69,4.2
96087,215.72,16.8
96088,408.81,96.5
96090,2.66,0.0
96091,1175.29,23.7
96092,127.92,82.4
96093,152.03,46.7
96094,652.25,53.0
96096,295.23,99.7
96097,494.43,53.9
96101,1541.0,29.6
96103,326.8,36.7
96104,547.85,6.7
96105,655.42,35.5
96106,60.4,79.5
96107,230.1,21.5
96108,517.25,24.5
96109,517.57,48.7
96110,425.59,5.9
96111,86.95,36.0
96112,348.58,17.9
96113,17.95,46.7
96114,181.44,42.7
96115,360.68,6.5
96116,657.23,14.0
96117,850.08,20.0
96118,526.02,19.2
96119,425.52,36.2
96120,547.18,15.9
96121,90.23,30.8
96122,158.92,47.5
96123,536.08,33.2
96124,149.52,29.6
96125,257.63,29.0
96126,232.04,39.7
96128,81.62,10.3
96129,244.81,23.8
96130,1365.84,41.6
96132,1011.96,50.3
96133,36.25,2.2
96134,904.6,15.5
96135,86.38,14.3
96136,385.06,3.6
96137,125.32,83.3
96140,12.57,41.7
96141,31.96,31.2
96142,57.6,35.0
96143,14.76,52.6
96145,98.88,23.5
96146,54.2,46.5
96148,3.77,76.9
96150,331.85,18.4
96155,95.86,1.8
96161,474.9,58.8
97635,106.75,40.7
